Data;ID sklepu;Miasto;Kategoria;SKU;Czas trwania (h);Szac. utrata sprzedaży (PLN);Powód
2025-04-09;PLN-007;Warszawa;Warzywa i owoce;Jabłka 1kg;0.6;12;Opóźniona dostawa
2025-04-09;PLN-128;Nowy Sącz;Ryby i mrożonki;Bagietka;1.5;121;Opóźniona dostawa
2025-04-09;PLN-085;Gdańsk;Non-food / dom;Wieprzowina karkówka 1kg;10.0;142;Niedoszacowana prognoza popytu
2025-04-09;PLN-018;Warszawa;Non-food / dom;Pomidory 1kg;0.9;30;Niedoszacowana prognoza popytu
2025-04-09;PLN-116;Płock;Nabiał i jaja;Kurczak filet 1kg;0.9;23;Burst popytowy (event/pogoda)
2025-04-09;PLN-093;Lublin;Napoje bezalkoholowe;Kefir 400g;0.3;8;Brak na centralnym magazynie
2025-04-10;PLN-025;Kraków;Warzywa i owoce;Pieczywo razowe 400g;1.2;31;Burst popytowy (event/pogoda)
2025-04-10;PLN-092;Lublin;Słodycze i przekąski;Pomidory 1kg;9.6;365;Opóźniona dostawa
2025-04-10;PLN-034;Kraków;Non-food / dom;Łosoś świeży 200g;8.1;495;Niedoszacowana prognoza popytu
2025-04-10;PLN-067;Poznań;Warzywa i owoce;Sok pomarańcz. 1L;0.6;18;Opóźniona dostawa
2025-04-11;PLN-132;Legnica;Napoje bezalkoholowe;Kurczak filet 1kg;22.88;96;Brak na centralnym magazynie
2025-04-11;PLN-006;Warszawa;Napoje bezalkoholowe;Polędwica wołowa;0.9099999999999999;9;Brak na centralnym magazynie
2025-04-11;PLN-007;Warszawa;Warzywa i owoce;Pomidory 1kg;2.47;153;Niedoszacowana prognoza popytu
2025-04-11;PLN-070;Poznań;Pieczywo;Pomidory 1kg;26.39;1821;Opóźniona dostawa
2025-04-11;PLN-137;Jelenia Góra;Napoje bezalkoholowe;Pieczywo razowe 400g;0.52;31;Niedoszacowana prognoza popytu
2025-04-11;PLN-065;Poznań;Warzywa i owoce;Mleko UHT 3.2% 1L;1.04;13;Burst popytowy (event/pogoda)
2025-04-12;PLN-056;Poznań;Sucha żywność / kasze;Pomidory 1kg;4.42;38;Burst popytowy (event/pogoda)
2025-04-13;PLN-023;Warszawa;Sucha żywność / kasze;Kefir 400g;1.5;140;Awaria dostawcy
2025-04-13;PLN-039;Kraków;Dziecko;Jabłka 1kg;10.8;831;Niedoszacowana prognoza popytu
2025-04-13;PLN-117;Płock;Chemia i higiena;Pomidory 1kg;1.1;81;Niedoszacowana prognoza popytu
2025-04-13;PLN-042;Wrocław;Chemia i higiena;Jajka L 10szt;1.5;34;Awaria dostawcy
2025-04-13;PLN-126;Tarnów;Warzywa i owoce;Wieprzowina karkówka 1kg;2.0;58;Opóźniona dostawa
2025-04-13;PLN-092;Lublin;Nabiał i jaja;Masło 200g;3.3;150;Błąd kierownika sklepu
2025-04-14;PLN-127;Tarnów;Napoje bezalkoholowe;Łosoś świeży 200g;15.6;1017;Opóźniona dostawa
2025-04-14;PLN-129;Nowy Sącz;Nabiał i jaja;Jabłka 1kg;4.8;39;Brak na centralnym magazynie
2025-04-14;PLN-017;Warszawa;Sucha żywność / kasze;Masło 200g;0.6;2;Niedoszacowana prognoza popytu
2025-04-14;PLN-110;Opole;Piwo i alkohol;Łosoś świeży 200g;6.7;202;Opóźniona dostawa
2025-04-14;PLN-014;Warszawa;Piwo i alkohol;Pieczywo razowe 400g;0.3;6;Opóźniona dostawa
2025-04-14;PLN-126;Tarnów;Non-food / dom;Wieprzowina karkówka 1kg;2.6;131;Opóźniona dostawa
2025-04-14;PLN-027;Kraków;Warzywa i owoce;Pomidory 1kg;2.8;210;Niedoszacowana prognoza popytu
2025-04-15;PLN-053;Wrocław;Nabiał i jaja;Twaróg 250g;13.4;581;Niedoszacowana prognoza popytu
2025-04-15;PLN-077;Łódź;Mięso i wędliny;Pomidory 1kg;1.0;135;Brak na centralnym magazynie
2025-04-15;PLN-014;Warszawa;Mrożonki;Jabłka 1kg;2.5;124;Niedoszacowana prognoza popytu
2025-04-15;PLN-057;Poznań;Słodycze i przekąski;Wieprzowina karkówka 1kg;8.3;128;Opóźniona dostawa
2025-04-15;PLN-032;Kraków;Warzywa i owoce;Sok pomarańcz. 1L;3.7;311;Awaria dostawcy
2025-04-16;PLN-124;Leszno;Słodycze i przekąski;Bagietka;0.9;11;Awaria dostawcy
2025-04-16;PLN-048;Wrocław;Sucha żywność / kasze;Masło 200g;1.3;85;Błąd kierownika sklepu
2025-04-16;PLN-114;Kalisz;Mięso i wędliny;Kurczak filet 1kg;13.7;1073;Opóźniona dostawa
2025-04-16;PLN-059;Poznań;Sucha żywność / kasze;Pieczywo razowe 400g;11.3;90;Burst popytowy (event/pogoda)
2025-04-16;PLN-136;Jelenia Góra;Mięso i wędliny;Polędwica wołowa;4.0;176;Opóźniona dostawa
2025-04-17;PLN-085;Gdańsk;Warzywa i owoce;Jabłka 1kg;12.4;552;Opóźniona dostawa
2025-04-17;PLN-052;Wrocław;Non-food / dom;Polędwica wołowa;5.4;127;Burst popytowy (event/pogoda)
2025-04-17;PLN-036;Kraków;Lody i desery;Bagietka;0.7;4;Niedoszacowana prognoza popytu
2025-04-17;PLN-078;Łódź;Sucha żywność / kasze;Mleko UHT 3.2% 1L;2.5;27;Niedoszacowana prognoza popytu
2025-04-17;PLN-077;Łódź;Napoje bezalkoholowe;Pieczywo razowe 400g;0.3;31;Niedoszacowana prognoza popytu
2025-04-18;PLN-015;Warszawa;Sucha żywność / kasze;Bagietka;5.460000000000001;67;Opóźniona dostawa
2025-04-18;PLN-132;Legnica;Chemia i higiena;Kurczak filet 1kg;5.2;60;Opóźniona dostawa
2025-04-18;PLN-039;Kraków;Warzywa i owoce;Polędwica wołowa;1.3;18;Awaria dostawcy
2025-04-18;PLN-073;Łódź;Piwo i alkohol;Pieczywo razowe 400g;3.25;59;Błąd kierownika sklepu
2025-04-18;PLN-032;Kraków;Nabiał i jaja;Jajka L 10szt;3.51;253;Opóźniona dostawa
2025-04-18;PLN-127;Tarnów;Napoje bezalkoholowe;Polędwica wołowa;5.2;85;Opóźniona dostawa
2025-04-18;PLN-033;Kraków;Nabiał i jaja;Jabłka 1kg;0.39;41;Niedoszacowana prognoza popytu
2025-04-19;PLN-098;Szczecin;Chemia i higiena;Jajka L 10szt;0.39;2;Opóźniona dostawa
2025-04-19;PLN-008;Warszawa;Pieczywo;Wieprzowina karkówka 1kg;8.97;209;Niedoszacowana prognoza popytu
2025-04-19;PLN-063;Poznań;Mrożonki;Jajka L 10szt;7.15;228;Brak na centralnym magazynie
2025-04-19;PLN-083;Łódź;Karma i akcesoria zwierzęce;Jabłka 1kg;0.39;8;Opóźniona dostawa
2025-04-22;PLN-038;Kraków;Lody i desery;Jabłka 1kg;0.3;5;Burst popytowy (event/pogoda)
2025-04-22;PLN-122;Leszno;Warzywa i owoce;Twaróg 250g;1.7;54;Opóźniona dostawa
2025-04-22;PLN-006;Warszawa;Warzywa i owoce;Twaróg 250g;9.1;186;Opóźniona dostawa
2025-04-22;PLN-025;Kraków;Warzywa i owoce;Mleko UHT 3.2% 1L;0.8;1;Niedoszacowana prognoza popytu
2025-04-22;PLN-105;Toruń;Napoje bezalkoholowe;Wieprzowina karkówka 1kg;9.5;94;Burst popytowy (event/pogoda)
2025-04-23;PLN-012;Warszawa;Dziecko;Truskawki 500g;0.4;18;Niedoszacowana prognoza popytu
2025-04-23;PLN-064;Poznań;Ryby i mrożonki;Jabłka 1kg;3.8;137;Brak na centralnym magazynie
2025-04-24;PLN-031;Kraków;Mrożonki;Twaróg 250g;3.9;39;Niedoszacowana prognoza popytu
2025-04-24;PLN-117;Płock;Mięso i wędliny;Wieprzowina karkówka 1kg;2.8;118;Burst popytowy (event/pogoda)
2025-04-24;PLN-103;Toruń;Sucha żywność / kasze;Sok pomarańcz. 1L;1.5;63;Burst popytowy (event/pogoda)
2025-04-24;PLN-138;Radom;Mięso i wędliny;Jabłka 1kg;1.3;12;Awaria dostawcy
2025-04-24;PLN-083;Łódź;Warzywa i owoce;Polędwica wołowa;1.1;32;Niedoszacowana prognoza popytu
2025-04-24;PLN-033;Kraków;Napoje bezalkoholowe;Jajka L 10szt;1.7;82;Niedoszacowana prognoza popytu
2025-04-24;PLN-092;Lublin;Non-food / dom;Banany 1kg;4.5;210;Awaria dostawcy
2025-04-24;PLN-090;Lublin;Pieczywo;Łosoś świeży 200g;2.9;4;Niedoszacowana prognoza popytu
2025-04-25;PLN-075;Łódź;Chemia i higiena;Sok pomarańcz. 1L;1.04;87;Opóźniona dostawa
2025-04-25;PLN-134;Wałbrzych;Sucha żywność / kasze;Łosoś świeży 200g;2.47;80;Błąd kierownika sklepu
2025-04-25;PLN-112;Kalisz;Mięso i wędliny;Wieprzowina karkówka 1kg;9.75;89;Awaria dostawcy
2025-04-25;PLN-131;Legnica;Warzywa i owoce;Sok pomarańcz. 1L;16.77;688;Niedoszacowana prognoza popytu
2025-04-25;PLN-076;Łódź;Mięso i wędliny;Truskawki 500g;1.95;3;Burst popytowy (event/pogoda)
2025-04-25;PLN-073;Łódź;Mięso i wędliny;Banany 1kg;6.11;241;Awaria dostawcy
2025-04-26;PLN-104;Toruń;Sucha żywność / kasze;Masło 200g;0.78;65;Błąd kierownika sklepu
2025-04-26;PLN-114;Kalisz;Warzywa i owoce;Twaróg 250g;1.04;3;Opóźniona dostawa
2025-04-26;PLN-008;Warszawa;Nabiał i jaja;Sok pomarańcz. 1L;19.76;465;Burst popytowy (event/pogoda)
2025-04-27;PLN-038;Kraków;Non-food / dom;Mleko UHT 3.2% 1L;18.7;17;Niedoszacowana prognoza popytu
2025-04-27;PLN-060;Poznań;Non-food / dom;Pomidory 1kg;6.9;242;Niedoszacowana prognoza popytu
2025-04-27;PLN-048;Wrocław;Warzywa i owoce;Twaróg 250g;0.9;11;Opóźniona dostawa
2025-04-27;PLN-011;Warszawa;Karma i akcesoria zwierzęce;Twaróg 250g;4.7;276;Burst popytowy (event/pogoda)
2025-04-28;PLN-078;Łódź;Sucha żywność / kasze;Kurczak filet 1kg;1.3;47;Awaria dostawcy
2025-04-28;PLN-035;Kraków;Lody i desery;Twaróg 250g;11.8;57;Opóźniona dostawa
2025-04-28;PLN-060;Poznań;Napoje bezalkoholowe;Masło 200g;1.1;2;Opóźniona dostawa
2025-04-29;PLN-081;Łódź;Warzywa i owoce;Sok pomarańcz. 1L;3.6;81;Błąd kierownika sklepu
2025-04-29;PLN-090;Lublin;Słodycze i przekąski;Kurczak filet 1kg;0.9;56;Niedoszacowana prognoza popytu
2025-04-29;PLN-116;Płock;Pieczywo;Polędwica wołowa;0.7;11;Burst popytowy (event/pogoda)
2025-04-29;PLN-068;Poznań;Napoje bezalkoholowe;Masło 200g;2.6;620;Burst popytowy (event/pogoda)
2025-04-29;PLN-075;Łódź;Warzywa i owoce;Sok pomarańcz. 1L;1.4;255;Opóźniona dostawa
2025-04-30;PLN-065;Poznań;Karma i akcesoria zwierzęce;Pieczywo razowe 400g;5.3;432;Niedoszacowana prognoza popytu
2025-04-30;PLN-015;Warszawa;Słodycze i przekąski;Twaróg 250g;2.1;58;Opóźniona dostawa
2025-04-30;PLN-017;Warszawa;Piwo i alkohol;Wieprzowina karkówka 1kg;0.7;19;Niedoszacowana prognoza popytu
2025-04-30;PLN-082;Łódź;Lody i desery;Truskawki 500g;0.5;1;Burst popytowy (event/pogoda)
2025-04-30;PLN-027;Kraków;Pieczywo;Wieprzowina karkówka 1kg;6.3;98;Opóźniona dostawa
2025-04-30;PLN-098;Szczecin;Sucha żywność / kasze;Jabłka 1kg;0.8;65;Burst popytowy (event/pogoda)
2025-05-02;PLN-133;Legnica;Lody i desery;Polędwica wołowa;2.34;58;Awaria dostawcy
2025-05-02;PLN-007;Warszawa;Warzywa i owoce;Banany 1kg;1.82;128;Opóźniona dostawa
2025-05-02;PLN-027;Kraków;Pieczywo;Pieczywo razowe 400g;0.65;18;Niedoszacowana prognoza popytu
2025-05-02;PLN-081;Łódź;Dziecko;Jajka L 10szt;9.1;259;Niedoszacowana prognoza popytu
2025-05-02;PLN-046;Wrocław;Warzywa i owoce;Sok pomarańcz. 1L;4.81;255;Niedoszacowana prognoza popytu
2025-05-05;PLN-118;Gniezno;Warzywa i owoce;Mleko UHT 3.2% 1L;0.3;7;Opóźniona dostawa
2025-05-05;PLN-079;Łódź;Chemia i higiena;Masło 200g;0.8;0;Niedoszacowana prognoza popytu
2025-05-05;PLN-115;Płock;Mrożonki;Jabłka 1kg;5.6;3;Awaria dostawcy
2025-05-05;PLN-045;Wrocław;Słodycze i przekąski;Łosoś świeży 200g;4.5;195;Niedoszacowana prognoza popytu
2025-05-05;PLN-106;Częstochowa;Mięso i wędliny;Polędwica wołowa;3.8;542;Burst popytowy (event/pogoda)
2025-05-06;PLN-124;Leszno;Piwo i alkohol;Łosoś świeży 200g;1.7;138;Niedoszacowana prognoza popytu
2025-05-06;PLN-058;Poznań;Non-food / dom;Banany 1kg;8.1;92;Niedoszacowana prognoza popytu
2025-05-06;PLN-024;Warszawa;Mięso i wędliny;Mleko UHT 3.2% 1L;3.5;264;Niedoszacowana prognoza popytu
2025-05-06;PLN-104;Toruń;Non-food / dom;Łosoś świeży 200g;2.1;44;Niedoszacowana prognoza popytu
2025-05-06;PLN-108;Częstochowa;Mięso i wędliny;Pieczywo razowe 400g;1.5;9;Burst popytowy (event/pogoda)
2025-05-06;PLN-026;Kraków;Słodycze i przekąski;Bagietka;0.3;26;Błąd kierownika sklepu
2025-05-06;PLN-066;Poznań;Karma i akcesoria zwierzęce;Pomidory 1kg;0.5;13;Opóźniona dostawa
2025-05-07;PLN-072;Poznań;Słodycze i przekąski;Łosoś świeży 200g;6.1;581;Burst popytowy (event/pogoda)
2025-05-07;PLN-068;Poznań;Nabiał i jaja;Bagietka;6.6;24;Opóźniona dostawa
2025-05-07;PLN-043;Wrocław;Mięso i wędliny;Truskawki 500g;3.6;26;Opóźniona dostawa
2025-05-07;PLN-032;Kraków;Sucha żywność / kasze;Kurczak filet 1kg;1.1;55;Opóźniona dostawa
2025-05-07;PLN-002;Warszawa;Non-food / dom;Pomidory 1kg;6.6;774;Burst popytowy (event/pogoda)
2025-05-07;PLN-098;Szczecin;Piwo i alkohol;Kurczak filet 1kg;0.3;9;Niedoszacowana prognoza popytu
2025-05-07;PLN-074;Łódź;Nabiał i jaja;Mleko UHT 3.2% 1L;3.2;109;Awaria dostawcy
2025-05-08;PLN-014;Warszawa;Pieczywo;Banany 1kg;1.3;8;Opóźniona dostawa
2025-05-08;PLN-116;Płock;Nabiał i jaja;Sok pomarańcz. 1L;1.1;21;Niedoszacowana prognoza popytu
2025-05-08;PLN-125;Tarnów;Ryby i mrożonki;Pomidory 1kg;1.0;46;Opóźniona dostawa
2025-05-08;PLN-016;Warszawa;Napoje bezalkoholowe;Jabłka 1kg;0.4;31;Burst popytowy (event/pogoda)
2025-05-09;PLN-086;Gdańsk;Warzywa i owoce;Jajka L 10szt;2.99;42;Burst popytowy (event/pogoda)
2025-05-09;PLN-129;Nowy Sącz;Nabiał i jaja;Masło 200g;4.29;226;Niedoszacowana prognoza popytu
2025-05-09;PLN-087;Gdańsk;Chemia i higiena;Mleko UHT 3.2% 1L;4.03;196;Opóźniona dostawa
2025-05-09;PLN-014;Warszawa;Nabiał i jaja;Twaróg 250g;7.93;169;Niedoszacowana prognoza popytu
2025-05-09;PLN-028;Kraków;Nabiał i jaja;Banany 1kg;2.34;161;Burst popytowy (event/pogoda)
2025-05-09;PLN-078;Łódź;Mięso i wędliny;Banany 1kg;1.95;26;Błąd kierownika sklepu
2025-05-09;PLN-132;Legnica;Warzywa i owoce;Bagietka;3.38;75;Opóźniona dostawa
2025-05-09;PLN-098;Szczecin;Mięso i wędliny;Twaróg 250g;1.95;154;Opóźniona dostawa
2025-05-09;PLN-124;Leszno;Lody i desery;Twaróg 250g;0.65;3;Burst popytowy (event/pogoda)
2025-05-10;PLN-099;Szczecin;Mięso i wędliny;Truskawki 500g;5.59;31;Niedoszacowana prognoza popytu
2025-05-10;PLN-103;Toruń;Napoje bezalkoholowe;Jabłka 1kg;7.15;117;Opóźniona dostawa
2025-05-10;PLN-105;Toruń;Piwo i alkohol;Pieczywo razowe 400g;3.51;86;Niedoszacowana prognoza popytu
2025-05-10;PLN-037;Kraków;Sucha żywność / kasze;Banany 1kg;9.1;777;Niedoszacowana prognoza popytu
2025-05-10;PLN-120;Konin;Ryby i mrożonki;Jabłka 1kg;2.73;11;Niedoszacowana prognoza popytu
2025-05-12;PLN-105;Toruń;Nabiał i jaja;Pomidory 1kg;3.8;64;Niedoszacowana prognoza popytu
2025-05-12;PLN-121;Konin;Napoje bezalkoholowe;Łosoś świeży 200g;2.2;41;Awaria dostawcy
2025-05-12;PLN-071;Poznań;Chemia i higiena;Jajka L 10szt;4.4;116;Burst popytowy (event/pogoda)
2025-05-12;PLN-045;Wrocław;Non-food / dom;Truskawki 500g;0.3;26;Błąd kierownika sklepu
2025-05-12;PLN-114;Kalisz;Piwo i alkohol;Mleko UHT 3.2% 1L;0.3;24;Opóźniona dostawa
2025-05-13;PLN-138;Radom;Chemia i higiena;Pieczywo razowe 400g;1.0;22;Niedoszacowana prognoza popytu
2025-05-13;PLN-129;Nowy Sącz;Mrożonki;Sok pomarańcz. 1L;3.2;133;Brak na centralnym magazynie
2025-05-13;PLN-022;Warszawa;Nabiał i jaja;Banany 1kg;1.4;29;Brak na centralnym magazynie
2025-05-13;PLN-139;Radom;Nabiał i jaja;Jajka L 10szt;4.2;195;Niedoszacowana prognoza popytu
2025-05-13;PLN-031;Kraków;Chemia i higiena;Pomidory 1kg;3.1;63;Opóźniona dostawa
2025-05-13;PLN-109;Opole;Napoje bezalkoholowe;Łosoś świeży 200g;0.3;22;Niedoszacowana prognoza popytu
2025-05-13;PLN-040;Kraków;Nabiał i jaja;Jabłka 1kg;0.3;11;Burst popytowy (event/pogoda)
2025-05-13;PLN-101;Katowice;Nabiał i jaja;Kurczak filet 1kg;19.0;970;Opóźniona dostawa
2025-05-14;PLN-126;Tarnów;Mięso i wędliny;Polędwica wołowa;0.9;19;Niedoszacowana prognoza popytu
2025-05-14;PLN-066;Poznań;Karma i akcesoria zwierzęce;Kurczak filet 1kg;0.8;21;Niedoszacowana prognoza popytu
2025-05-14;PLN-108;Częstochowa;Warzywa i owoce;Jabłka 1kg;4.8;144;Niedoszacowana prognoza popytu
2025-05-14;PLN-018;Warszawa;Pieczywo;Polędwica wołowa;2.7;55;Opóźniona dostawa
2025-05-14;PLN-009;Warszawa;Lody i desery;Sok pomarańcz. 1L;0.5;45;Opóźniona dostawa
2025-05-14;PLN-099;Szczecin;Warzywa i owoce;Wieprzowina karkówka 1kg;4.0;178;Burst popytowy (event/pogoda)
2025-05-15;PLN-120;Konin;Chemia i higiena;Mleko UHT 3.2% 1L;0.5;11;Błąd kierownika sklepu
2025-05-15;PLN-070;Poznań;Sucha żywność / kasze;Pieczywo razowe 400g;2.4;25;Burst popytowy (event/pogoda)
2025-05-15;PLN-109;Opole;Słodycze i przekąski;Wieprzowina karkówka 1kg;0.4;21;Niedoszacowana prognoza popytu
2025-05-15;PLN-136;Jelenia Góra;Chemia i higiena;Kurczak filet 1kg;4.2;271;Brak na centralnym magazynie
2025-05-15;PLN-109;Opole;Non-food / dom;Mleko UHT 3.2% 1L;0.7;37;Opóźniona dostawa
2025-05-15;PLN-071;Poznań;Mięso i wędliny;Truskawki 500g;3.4;164;Brak na centralnym magazynie
2025-05-16;PLN-045;Wrocław;Mięso i wędliny;Jajka L 10szt;0.52;6;Opóźniona dostawa
2025-05-16;PLN-118;Gniezno;Piwo i alkohol;Łosoś świeży 200g;0.39;3;Niedoszacowana prognoza popytu
2025-05-16;PLN-116;Płock;Warzywa i owoce;Sok pomarańcz. 1L;4.81;678;Opóźniona dostawa
2025-05-16;PLN-128;Nowy Sącz;Słodycze i przekąski;Jajka L 10szt;0.39;23;Niedoszacowana prognoza popytu
2025-05-16;PLN-090;Lublin;Lody i desery;Truskawki 500g;13.0;386;Błąd kierownika sklepu
2025-05-16;PLN-064;Poznań;Lody i desery;Bagietka;1.82;120;Brak na centralnym magazynie
2025-05-17;PLN-112;Kalisz;Nabiał i jaja;Jajka L 10szt;3.64;12;Niedoszacowana prognoza popytu
2025-05-17;PLN-072;Poznań;Mięso i wędliny;Bagietka;0.78;44;Opóźniona dostawa
2025-05-17;PLN-045;Wrocław;Napoje bezalkoholowe;Mleko UHT 3.2% 1L;6.24;151;Niedoszacowana prognoza popytu
2025-05-17;PLN-078;Łódź;Piwo i alkohol;Truskawki 500g;13.26;81;Burst popytowy (event/pogoda)
2025-05-17;PLN-006;Warszawa;Karma i akcesoria zwierzęce;Pieczywo razowe 400g;3.12;47;Brak na centralnym magazynie
2025-05-19;PLN-123;Leszno;Napoje bezalkoholowe;Kurczak filet 1kg;4.9;341;Burst popytowy (event/pogoda)
2025-05-19;PLN-044;Wrocław;Nabiał i jaja;Łosoś świeży 200g;6.2;103;Brak na centralnym magazynie
2025-05-19;PLN-099;Szczecin;Pieczywo;Banany 1kg;3.0;106;Awaria dostawcy
2025-05-19;PLN-115;Płock;Ryby i mrożonki;Pomidory 1kg;0.3;35;Awaria dostawcy
2025-05-19;PLN-082;Łódź;Słodycze i przekąski;Truskawki 500g;0.9;14;Burst popytowy (event/pogoda)
2025-05-19;PLN-077;Łódź;Piwo i alkohol;Bagietka;1.0;70;Błąd kierownika sklepu
2025-05-20;PLN-003;Warszawa;Warzywa i owoce;Bagietka;0.3;22;Niedoszacowana prognoza popytu
2025-05-20;PLN-094;Bydgoszcz;Piwo i alkohol;Masło 200g;2.7;379;Niedoszacowana prognoza popytu
2025-05-20;PLN-052;Wrocław;Ryby i mrożonki;Bagietka;3.7;40;Niedoszacowana prognoza popytu
2025-05-20;PLN-049;Wrocław;Mrożonki;Wieprzowina karkówka 1kg;5.8;92;Opóźniona dostawa
2025-05-20;PLN-034;Kraków;Warzywa i owoce;Wieprzowina karkówka 1kg;0.6;23;Niedoszacowana prognoza popytu
2025-05-20;PLN-111;Kalisz;Non-food / dom;Jajka L 10szt;2.6;11;Burst popytowy (event/pogoda)
2025-05-20;PLN-059;Poznań;Napoje bezalkoholowe;Pieczywo razowe 400g;1.8;73;Opóźniona dostawa
2025-05-20;PLN-085;Gdańsk;Piwo i alkohol;Banany 1kg;1.6;19;Opóźniona dostawa
2025-05-20;PLN-040;Kraków;Karma i akcesoria zwierzęce;Jabłka 1kg;2.8;53;Niedoszacowana prognoza popytu
2025-05-21;PLN-064;Poznań;Chemia i higiena;Wieprzowina karkówka 1kg;0.5;58;Niedoszacowana prognoza popytu
2025-05-21;PLN-123;Leszno;Warzywa i owoce;Masło 200g;7.5;371;Niedoszacowana prognoza popytu
2025-05-21;PLN-008;Warszawa;Mięso i wędliny;Wieprzowina karkówka 1kg;0.3;14;Burst popytowy (event/pogoda)
2025-05-21;PLN-098;Szczecin;Napoje bezalkoholowe;Polędwica wołowa;1.6;105;Niedoszacowana prognoza popytu
2025-05-21;PLN-022;Warszawa;Nabiał i jaja;Wieprzowina karkówka 1kg;1.1;25;Opóźniona dostawa
2025-05-22;PLN-037;Kraków;Warzywa i owoce;Truskawki 500g;1.7;164;Niedoszacowana prognoza popytu
2025-05-22;PLN-022;Warszawa;Warzywa i owoce;Kurczak filet 1kg;2.1;149;Brak na centralnym magazynie
2025-05-22;PLN-127;Tarnów;Chemia i higiena;Banany 1kg;4.3;60;Niedoszacowana prognoza popytu
2025-05-22;PLN-007;Warszawa;Piwo i alkohol;Banany 1kg;0.3;16;Błąd kierownika sklepu
2025-05-23;PLN-102;Katowice;Non-food / dom;Pieczywo razowe 400g;1.95;78;Opóźniona dostawa
2025-05-23;PLN-123;Leszno;Non-food / dom;Kurczak filet 1kg;16.25;536;Brak na centralnym magazynie
2025-05-23;PLN-127;Tarnów;Sucha żywność / kasze;Truskawki 500g;1.82;132;Opóźniona dostawa
2025-05-23;PLN-089;Gdańsk;Ryby i mrożonki;Łosoś świeży 200g;2.34;138;Burst popytowy (event/pogoda)
2025-05-23;PLN-038;Kraków;Non-food / dom;Truskawki 500g;4.680000000000001;67;Burst popytowy (event/pogoda)
2025-05-23;PLN-121;Konin;Non-food / dom;Masło 200g;0.39;54;Niedoszacowana prognoza popytu
2025-05-23;PLN-133;Legnica;Mięso i wędliny;Sok pomarańcz. 1L;2.99;30;Niedoszacowana prognoza popytu
2025-05-23;PLN-096;Bydgoszcz;Non-food / dom;Sok pomarańcz. 1L;3.12;53;Burst popytowy (event/pogoda)
2025-05-24;PLN-116;Płock;Warzywa i owoce;Sok pomarańcz. 1L;3.25;171;Opóźniona dostawa
2025-05-24;PLN-122;Leszno;Sucha żywność / kasze;Sok pomarańcz. 1L;3.64;43;Opóźniona dostawa
2025-05-26;PLN-094;Bydgoszcz;Warzywa i owoce;Sok pomarańcz. 1L;0.9;5;Burst popytowy (event/pogoda)
2025-05-26;PLN-003;Warszawa;Karma i akcesoria zwierzęce;Sok pomarańcz. 1L;0.8;7;Niedoszacowana prognoza popytu
2025-05-26;PLN-012;Warszawa;Piwo i alkohol;Pomidory 1kg;2.6;83;Opóźniona dostawa
2025-05-26;PLN-029;Kraków;Mięso i wędliny;Sok pomarańcz. 1L;2.8;49;Niedoszacowana prognoza popytu
2025-05-26;PLN-006;Warszawa;Ryby i mrożonki;Sok pomarańcz. 1L;4.1;517;Opóźniona dostawa
2025-05-26;PLN-039;Kraków;Ryby i mrożonki;Kefir 400g;4.0;32;Niedoszacowana prognoza popytu
2025-05-26;PLN-014;Warszawa;Mięso i wędliny;Banany 1kg;1.0;3;Błąd kierownika sklepu
2025-05-27;PLN-057;Poznań;Nabiał i jaja;Kurczak filet 1kg;15.7;1253;Brak na centralnym magazynie
2025-05-27;PLN-002;Warszawa;Mięso i wędliny;Mleko UHT 3.2% 1L;10.0;363;Niedoszacowana prognoza popytu
2025-05-27;PLN-054;Wrocław;Piwo i alkohol;Kefir 400g;5.2;917;Opóźniona dostawa
2025-05-27;PLN-061;Poznań;Słodycze i przekąski;Sok pomarańcz. 1L;2.1;26;Błąd kierownika sklepu
2025-05-27;PLN-125;Tarnów;Słodycze i przekąski;Twaróg 250g;3.7;29;Opóźniona dostawa
2025-05-27;PLN-126;Tarnów;Non-food / dom;Truskawki 500g;2.1;258;Niedoszacowana prognoza popytu
2025-05-27;PLN-062;Poznań;Warzywa i owoce;Masło 200g;3.2;248;Brak na centralnym magazynie
2025-05-28;PLN-077;Łódź;Sucha żywność / kasze;Bagietka;7.8;34;Opóźniona dostawa
2025-05-28;PLN-117;Płock;Mięso i wędliny;Banany 1kg;2.3;277;Niedoszacowana prognoza popytu
2025-05-28;PLN-053;Wrocław;Nabiał i jaja;Sok pomarańcz. 1L;3.5;107;Niedoszacowana prognoza popytu
2025-05-28;PLN-088;Gdańsk;Chemia i higiena;Mleko UHT 3.2% 1L;2.4;316;Burst popytowy (event/pogoda)
2025-05-28;PLN-094;Bydgoszcz;Chemia i higiena;Mleko UHT 3.2% 1L;1.0;12;Błąd kierownika sklepu
2025-05-28;PLN-124;Leszno;Piwo i alkohol;Polędwica wołowa;1.2;8;Opóźniona dostawa
2025-05-29;PLN-068;Poznań;Pieczywo;Pieczywo razowe 400g;1.0;1;Burst popytowy (event/pogoda)
2025-05-29;PLN-104;Toruń;Słodycze i przekąski;Mleko UHT 3.2% 1L;1.7;96;Opóźniona dostawa
2025-05-29;PLN-128;Nowy Sącz;Ryby i mrożonki;Jabłka 1kg;0.6;11;Niedoszacowana prognoza popytu
2025-05-29;PLN-111;Kalisz;Warzywa i owoce;Banany 1kg;1.0;0;Błąd kierownika sklepu
