Tydzień;Data początku tygodnia;SKU;Grupa;Cena PLON (PLN);Cena Biedronka (PLN);Cena Lidl (PLN);Cena Żabka (PLN);Cena Carrefour (PLN)
2025-W03;2025-01-20;Banany 1kg;Owoce;5.63;5.2;5.31;6.07;6.02
2025-W03;2025-01-20;Pomidory 1kg;Warzywa;10.07;10.2;9.78;11.24;10.06
2025-W03;2025-01-20;Jabłka Ligol 1kg;Owoce;4.29;4.14;3.97;4.32;4.27
2025-W03;2025-01-20;Kurczak filet 1kg;Mięso;25.89;24.7;24.39;28.78;25.97
2025-W03;2025-01-20;Mielone wieprz. 500g;Mięso;15.17;14.46;14.06;16.57;15.96
2025-W03;2025-01-20;Karkówka 1kg;Mięso;26.89;26.82;25.84;28.62;27.73
2025-W03;2025-01-20;Coca-Cola 2L;Napoje;8.46;7.84;7.99;9.33;8.68
2025-W03;2025-01-20;Pepsi 2L;Napoje;8.43;7.91;8.48;8.81;8.95
2025-W03;2025-01-20;Woda Żywiec 1.5L;Napoje;2.53;2.48;2.31;2.82;2.64
2025-W03;2025-01-20;Piwo Tyskie 0.5L;Alkohol;4.02;3.85;3.79;4.37;4.13
2025-W03;2025-01-20;Piwo Lech 0.5L;Alkohol;3.9;3.66;3.46;4.49;4.15
2025-W03;2025-01-20;Wódka Wyborowa 0.5L;Alkohol;33.85;32.74;33.77;37.01;33.74
2025-W03;2025-01-20;Kawa Jacobs 250g;Suche;19.19;17.96;18.79;20.73;20.02
2025-W03;2025-01-20;Cukier biały 1kg;Suche;4.64;4.61;4.43;4.77;4.89
2025-W03;2025-01-20;Mąka pszenna 1kg;Suche;3.33;3.18;3.07;3.64;3.51
2025-W03;2025-01-20;Ryż biały 1kg;Suche;7.11;6.56;6.64;8.02;7.17
2025-W03;2025-01-20;Makaron Lubella 500g;Suche;4.51;4.18;4.17;4.89;4.69
2025-W03;2025-01-20;Olej rzepakowy 1L;Suche;9.15;9.11;8.59;9.83;9.76
2025-W03;2025-01-20;Płatki Nestle 250g;Suche;10.01;9.8;9.22;10.58;10.51
2025-W03;2025-01-20;Czekolada Wedel 100g;Słodycze;5.57;5.17;5.12;6.23;5.44
2025-W03;2025-01-20;Lody Magnum 4-pack;Lody;15.23;14.81;14.15;15.49;15.69
2025-W03;2025-01-20;Pampers 4 26szt;Dziecko;49.74;46.92;45.9;53.92;52.3
2025-W03;2025-01-20;Papier toaletowy 8r;Chemia;14.92;13.91;14.3;15.01;15.42
2025-W03;2025-01-20;Proszek Persil 5kg;Chemia;50.68;48.47;45.05;54.0;51.58
2025-W03;2025-01-20;Karma Whiskas 400g;Zwierzęta;5.67;5.61;5.06;5.91;5.85
2025-W03;2025-01-20;Karma Pedigree 1.2kg;Zwierzęta;12.35;11.86;11.45;13.41;11.66
2025-W04;2025-01-27;Mleko UHT 3.2% 1L;Nabiał;4.53;4.36;4.52;5.16;4.76
2025-W04;2025-01-27;Chleb wiejski 500g;Pieczywo;7.08;6.75;6.41;7.95;7.43
2025-W04;2025-01-27;Jajka L 10szt;Nabiał;9.75;9.57;9.5;11.06;10.11
2025-W04;2025-01-27;Masło ekstra 200g;Nabiał;9.13;8.62;8.22;10.54;9.2
2025-W04;2025-01-27;Banany 1kg;Owoce;5.69;5.61;5.45;6.06;5.96
2025-W04;2025-01-27;Pomidory 1kg;Warzywa;10.29;9.99;10.1;11.55;10.9
2025-W04;2025-01-27;Jabłka Ligol 1kg;Owoce;4.43;4.17;4.14;5.19;4.74
2025-W04;2025-01-27;Kurczak filet 1kg;Mięso;25.39;25.75;23.64;28.37;25.47
2025-W04;2025-01-27;Mielone wieprz. 500g;Mięso;15.32;14.26;14.54;16.15;15.64
2025-W04;2025-01-27;Karkówka 1kg;Mięso;27.11;26.73;26.24;31.21;26.74
2025-W04;2025-01-27;Coca-Cola 2L;Napoje;8.78;8.18;7.86;9.8;9.27
2025-W04;2025-01-27;Pepsi 2L;Napoje;8.14;7.54;7.84;9.52;8.62
2025-W04;2025-01-27;Woda Żywiec 1.5L;Napoje;2.55;2.37;2.4;2.82;2.63
2025-W04;2025-01-27;Piwo Tyskie 0.5L;Alkohol;4.1;3.93;3.79;4.57;3.98
2025-W04;2025-01-27;Piwo Lech 0.5L;Alkohol;3.81;3.69;3.56;4.38;3.78
2025-W04;2025-01-27;Wódka Wyborowa 0.5L;Alkohol;33.72;32.89;32.28;36.35;33.11
2025-W04;2025-01-27;Kawa Jacobs 250g;Suche;19.56;18.13;19.59;20.24;20.14
2025-W04;2025-01-27;Cukier biały 1kg;Suche;4.5;4.44;4.08;5.13;4.46
2025-W04;2025-01-27;Mąka pszenna 1kg;Suche;3.4;3.34;3.13;3.7;3.52
2025-W04;2025-01-27;Ryż biały 1kg;Suche;7.03;6.59;6.86;8.26;6.81
2025-W04;2025-01-27;Makaron Lubella 500g;Suche;4.58;4.49;4.49;4.9;4.72
2025-W04;2025-01-27;Olej rzepakowy 1L;Suche;8.95;8.57;7.83;9.82;9.23
2025-W04;2025-01-27;Płatki Nestle 250g;Suche;10.2;10.04;9.96;10.91;10.27
2025-W04;2025-01-27;Czekolada Wedel 100g;Słodycze;5.74;5.64;5.4;6.4;6.03
2025-W04;2025-01-27;Lody Magnum 4-pack;Lody;15.19;14.22;13.88;16.87;15.45
2025-W04;2025-01-27;Pampers 4 26szt;Dziecko;51.36;48.65;48.25;59.34;51.61
2025-W04;2025-01-27;Papier toaletowy 8r;Chemia;14.99;14.38;14.48;16.29;15.25
2025-W04;2025-01-27;Proszek Persil 5kg;Chemia;51.85;50.73;48.75;57.94;55.9
2025-W04;2025-01-27;Karma Whiskas 400g;Zwierzęta;5.49;5.39;5.16;6.24;5.72
2025-W04;2025-01-27;Karma Pedigree 1.2kg;Zwierzęta;12.23;11.49;11.24;13.78;12.56
2025-W05;2025-02-03;Mleko UHT 3.2% 1L;Nabiał;4.55;4.12;4.19;5.0;4.61
2025-W05;2025-02-03;Chleb wiejski 500g;Pieczywo;7.12;7.21;6.64;8.04;7.1
2025-W05;2025-02-03;Jajka L 10szt;Nabiał;9.89;9.55;9.01;11.27;10.33
2025-W05;2025-02-03;Masło ekstra 200g;Nabiał;9.26;8.76;8.75;10.86;9.31
2025-W05;2025-02-03;Banany 1kg;Owoce;5.51;5.33;5.15;5.95;5.63
2025-W05;2025-02-03;Pomidory 1kg;Warzywa;10.14;9.71;9.77;10.94;10.43
2025-W05;2025-02-03;Jabłka Ligol 1kg;Owoce;4.31;4.09;3.96;5.07;4.46
2025-W05;2025-02-03;Kurczak filet 1kg;Mięso;25.44;24.57;24.44;27.15;25.12
2025-W05;2025-02-03;Mielone wieprz. 500g;Mięso;15.21;14.58;14.72;17.07;16.19
2025-W05;2025-02-03;Karkówka 1kg;Mięso;27.2;26.38;25.98;31.5;27.42
2025-W05;2025-02-03;Coca-Cola 2L;Napoje;8.47;8.1;7.78;9.34;8.19
2025-W05;2025-02-03;Pepsi 2L;Napoje;7.98;7.48;7.38;8.81;7.77
2025-W05;2025-02-03;Woda Żywiec 1.5L;Napoje;2.52;2.32;2.17;2.8;2.58
2025-W05;2025-02-03;Piwo Tyskie 0.5L;Alkohol;4.04;4.26;3.75;4.24;4.02
2025-W05;2025-02-03;Piwo Lech 0.5L;Alkohol;3.86;3.78;3.88;4.39;3.94
2025-W05;2025-02-03;Wódka Wyborowa 0.5L;Alkohol;34.52;33.15;32.51;38.75;34.8
2025-W05;2025-02-03;Kawa Jacobs 250g;Suche;19.04;18.85;18.64;20.83;19.35
2025-W05;2025-02-03;Cukier biały 1kg;Suche;4.52;4.04;4.32;4.98;4.48
2025-W05;2025-02-03;Mąka pszenna 1kg;Suche;3.34;3.21;3.29;3.73;3.37
2025-W05;2025-02-03;Ryż biały 1kg;Suche;7.0;6.83;6.78;7.04;7.35
2025-W05;2025-02-03;Makaron Lubella 500g;Suche;4.58;4.51;4.2;5.1;4.58
2025-W05;2025-02-03;Olej rzepakowy 1L;Suche;9.38;9.48;8.83;10.6;9.78
2025-W05;2025-02-03;Płatki Nestle 250g;Suche;10.1;9.61;9.5;11.1;9.91
2025-W05;2025-02-03;Czekolada Wedel 100g;Słodycze;5.7;5.44;5.22;6.18;5.86
2025-W05;2025-02-03;Lody Magnum 4-pack;Lody;15.13;14.44;15.19;16.72;15.33
2025-W05;2025-02-03;Pampers 4 26szt;Dziecko;50.98;47.45;52.41;56.87;50.7
2025-W05;2025-02-03;Papier toaletowy 8r;Chemia;15.19;14.41;14.48;15.88;15.49
2025-W05;2025-02-03;Proszek Persil 5kg;Chemia;51.32;48.15;45.03;52.12;52.33
2025-W05;2025-02-03;Karma Whiskas 400g;Zwierzęta;5.58;5.19;5.28;5.99;5.68
2025-W05;2025-02-03;Karma Pedigree 1.2kg;Zwierzęta;12.44;12.46;12.3;12.81;12.78
2025-W06;2025-02-10;Mleko UHT 3.2% 1L;Nabiał;4.54;4.31;4.2;4.89;4.61
2025-W06;2025-02-10;Chleb wiejski 500g;Pieczywo;6.94;6.63;6.46;7.28;6.71
2025-W06;2025-02-10;Jajka L 10szt;Nabiał;9.64;9.75;9.16;10.96;9.7
2025-W06;2025-02-10;Masło ekstra 200g;Nabiał;9.26;8.43;8.47;10.56;9.68
2025-W06;2025-02-10;Banany 1kg;Owoce;5.73;5.85;5.63;6.19;5.88
2025-W06;2025-02-10;Pomidory 1kg;Warzywa;10.17;9.77;9.6;11.04;10.65
2025-W06;2025-02-10;Jabłka Ligol 1kg;Owoce;4.42;4.31;4.31;4.81;4.66
2025-W06;2025-02-10;Kurczak filet 1kg;Mięso;25.8;25.89;24.24;28.89;26.25
2025-W06;2025-02-10;Mielone wieprz. 500g;Mięso;15.1;14.29;14.14;16.52;15.66
2025-W06;2025-02-10;Karkówka 1kg;Mięso;27.01;26.01;26.25;27.57;28.84
2025-W06;2025-02-10;Coca-Cola 2L;Napoje;8.57;8.52;8.57;9.06;8.59
2025-W06;2025-02-10;Pepsi 2L;Napoje;8.16;7.74;8.14;8.74;7.99
2025-W06;2025-02-10;Woda Żywiec 1.5L;Napoje;2.55;2.48;2.45;3.03;2.63
2025-W06;2025-02-10;Piwo Tyskie 0.5L;Alkohol;4.05;3.99;3.97;4.5;4.01
2025-W06;2025-02-10;Piwo Lech 0.5L;Alkohol;3.96;3.75;4.02;4.23;3.92
2025-W06;2025-02-10;Wódka Wyborowa 0.5L;Alkohol;33.47;31.76;32.38;36.07;33.51
2025-W06;2025-02-10;Kawa Jacobs 250g;Suche;19.65;19.18;18.63;21.95;20.14
2025-W06;2025-02-10;Cukier biały 1kg;Suche;4.56;4.34;4.26;4.94;4.61
2025-W06;2025-02-10;Mąka pszenna 1kg;Suche;3.33;3.15;3.0;3.52;3.5
2025-W06;2025-02-10;Ryż biały 1kg;Suche;6.98;6.45;6.76;8.06;7.39
2025-W06;2025-02-10;Makaron Lubella 500g;Suche;4.64;4.38;4.27;5.24;4.6
2025-W06;2025-02-10;Olej rzepakowy 1L;Suche;8.72;7.86;8.07;9.43;8.92
2025-W06;2025-02-10;Płatki Nestle 250g;Suche;10.17;10.03;9.04;11.9;10.75
2025-W06;2025-02-10;Czekolada Wedel 100g;Słodycze;5.52;5.43;5.3;5.55;5.66
2025-W06;2025-02-10;Lody Magnum 4-pack;Lody;14.82;14.74;13.6;16.0;16.21
2025-W06;2025-02-10;Pampers 4 26szt;Dziecko;51.15;49.69;49.75;55.29;51.47
2025-W06;2025-02-10;Papier toaletowy 8r;Chemia;14.98;14.69;14.5;15.28;15.93
2025-W06;2025-02-10;Proszek Persil 5kg;Chemia;50.86;47.25;49.24;56.73;52.6
2025-W06;2025-02-10;Karma Whiskas 400g;Zwierzęta;5.58;5.27;5.28;6.52;5.69
2025-W06;2025-02-10;Karma Pedigree 1.2kg;Zwierzęta;11.9;10.99;11.13;13.7;11.62
2025-W07;2025-02-17;Mleko UHT 3.2% 1L;Nabiał;4.6;4.54;4.46;5.17;4.81
2025-W07;2025-02-17;Chleb wiejski 500g;Pieczywo;7.02;6.71;6.54;8.28;7.23
2025-W07;2025-02-17;Jajka L 10szt;Nabiał;9.78;9.61;8.94;10.4;10.04
2025-W07;2025-02-17;Masło ekstra 200g;Nabiał;9.21;9.08;8.92;10.19;9.57
2025-W07;2025-02-17;Banany 1kg;Owoce;5.58;5.52;5.2;6.21;5.68
2025-W07;2025-02-17;Pomidory 1kg;Warzywa;10.32;9.66;9.99;11.98;10.43
2025-W07;2025-02-17;Jabłka Ligol 1kg;Owoce;4.38;4.19;4.28;4.92;4.57
2025-W07;2025-02-17;Kurczak filet 1kg;Mięso;25.43;24.74;23.42;27.01;25.43
2025-W07;2025-02-17;Mielone wieprz. 500g;Mięso;15.01;14.35;14.11;17.58;15.67
2025-W07;2025-02-17;Karkówka 1kg;Mięso;27.01;27.32;24.13;29.79;28.31
2025-W07;2025-02-17;Coca-Cola 2L;Napoje;8.6;8.22;8.27;9.18;9.09
2025-W07;2025-02-17;Pepsi 2L;Napoje;8.11;7.75;7.46;9.2;8.45
2025-W07;2025-02-17;Woda Żywiec 1.5L;Napoje;2.53;2.4;2.32;2.91;2.56
2025-W07;2025-02-17;Piwo Tyskie 0.5L;Alkohol;4.08;3.8;3.83;4.28;4.19
2025-W07;2025-02-17;Piwo Lech 0.5L;Alkohol;3.95;3.8;3.69;4.59;3.83
2025-W07;2025-02-17;Wódka Wyborowa 0.5L;Alkohol;33.61;31.9;32.03;37.17;34.32
2025-W07;2025-02-17;Kawa Jacobs 250g;Suche;19.48;18.96;19.56;21.45;20.34
2025-W07;2025-02-17;Cukier biały 1kg;Suche;4.48;4.31;4.2;4.8;4.69
2025-W07;2025-02-17;Mąka pszenna 1kg;Suche;3.35;3.26;3.07;3.5;3.62
2025-W07;2025-02-17;Ryż biały 1kg;Suche;7.17;6.94;6.47;7.61;7.35
2025-W07;2025-02-17;Makaron Lubella 500g;Suche;4.48;4.48;4.14;5.11;4.61
2025-W07;2025-02-17;Olej rzepakowy 1L;Suche;9.18;9.24;8.48;9.52;8.88
2025-W07;2025-02-17;Płatki Nestle 250g;Suche;10.42;10.4;9.91;11.33;10.45
2025-W07;2025-02-17;Czekolada Wedel 100g;Słodycze;5.52;5.51;4.93;6.09;5.56
2025-W07;2025-02-17;Lody Magnum 4-pack;Lody;15.22;14.1;15.06;15.56;15.48
2025-W07;2025-02-17;Pampers 4 26szt;Dziecko;50.73;52.92;47.81;55.82;52.62
2025-W07;2025-02-17;Papier toaletowy 8r;Chemia;15.82;14.74;14.46;17.6;15.19
2025-W07;2025-02-17;Proszek Persil 5kg;Chemia;52.77;50.65;52.02;58.52;55.17
2025-W07;2025-02-17;Karma Whiskas 400g;Zwierzęta;5.57;5.34;5.39;5.84;5.74
2025-W07;2025-02-17;Karma Pedigree 1.2kg;Zwierzęta;12.31;11.84;11.73;13.17;12.29
2025-W08;2025-02-24;Mleko UHT 3.2% 1L;Nabiał;4.69;4.66;4.59;5.17;4.69
2025-W08;2025-02-24;Chleb wiejski 500g;Pieczywo;7.06;6.75;6.81;7.41;7.31
2025-W08;2025-02-24;Jajka L 10szt;Nabiał;9.62;9.04;9.43;9.97;10.17
2025-W08;2025-02-24;Masło ekstra 200g;Nabiał;9.15;8.58;8.43;10.35;9.05
2025-W08;2025-02-24;Banany 1kg;Owoce;5.56;5.06;5.26;6.36;5.61
2025-W08;2025-02-24;Pomidory 1kg;Warzywa;9.89;9.09;9.05;10.54;10.17
2025-W08;2025-02-24;Jabłka Ligol 1kg;Owoce;4.28;3.93;4.19;4.69;4.29
2025-W08;2025-02-24;Kurczak filet 1kg;Mięso;25.25;24.57;25.26;27.69;26.12
2025-W08;2025-02-24;Mielone wieprz. 500g;Mięso;15.08;14.26;14.59;16.24;15.91
2025-W08;2025-02-24;Karkówka 1kg;Mięso;27.58;28.06;24.75;30.83;27.79
2025-W08;2025-02-24;Coca-Cola 2L;Napoje;8.58;8.21;8.37;9.5;8.53
2025-W08;2025-02-24;Pepsi 2L;Napoje;8.21;7.89;7.52;9.12;8.44
2025-W08;2025-02-24;Woda Żywiec 1.5L;Napoje;2.54;2.33;2.38;2.79;2.42
2025-W08;2025-02-24;Piwo Tyskie 0.5L;Alkohol;4.06;3.73;3.86;4.62;4.19
2025-W08;2025-02-24;Piwo Lech 0.5L;Alkohol;3.83;3.75;3.65;4.2;3.76
2025-W08;2025-02-24;Wódka Wyborowa 0.5L;Alkohol;33.85;32.59;32.57;33.87;33.9
2025-W08;2025-02-24;Kawa Jacobs 250g;Suche;19.46;18.83;18.5;20.07;20.6
2025-W08;2025-02-24;Cukier biały 1kg;Suche;4.5;4.39;4.38;5.16;4.63
2025-W08;2025-02-24;Mąka pszenna 1kg;Suche;3.39;3.21;3.22;3.88;3.43
2025-W08;2025-02-24;Ryż biały 1kg;Suche;7.28;6.68;6.89;8.1;7.71
2025-W08;2025-02-24;Makaron Lubella 500g;Suche;4.58;4.22;4.41;4.86;4.49
2025-W08;2025-02-24;Olej rzepakowy 1L;Suche;9.26;8.71;8.26;9.71;9.63
2025-W08;2025-02-24;Płatki Nestle 250g;Suche;10.37;10.34;9.89;11.86;10.7
2025-W08;2025-02-24;Czekolada Wedel 100g;Słodycze;5.52;5.52;5.03;6.11;5.57
2025-W08;2025-02-24;Lody Magnum 4-pack;Lody;15.47;14.87;14.23;17.3;16.41
2025-W08;2025-02-24;Pampers 4 26szt;Dziecko;52.7;52.66;51.64;58.81;49.84
2025-W08;2025-02-24;Papier toaletowy 8r;Chemia;15.22;14.37;13.99;17.18;15.74
2025-W08;2025-02-24;Proszek Persil 5kg;Chemia;51.41;51.34;47.78;56.8;51.03
2025-W08;2025-02-24;Karma Whiskas 400g;Zwierzęta;5.56;5.18;5.41;6.17;5.46
2025-W08;2025-02-24;Karma Pedigree 1.2kg;Zwierzęta;12.1;10.68;11.74;13.33;12.67
2025-W09;2025-03-03;Mleko UHT 3.2% 1L;Nabiał;4.55;4.34;4.5;5.18;4.48
2025-W09;2025-03-03;Chleb wiejski 500g;Pieczywo;7.29;6.81;7.22;7.98;6.79
2025-W09;2025-03-03;Jajka L 10szt;Nabiał;9.77;9.83;9.15;10.35;10.16
2025-W09;2025-03-03;Masło ekstra 200g;Nabiał;9.31;8.95;8.64;10.28;9.3
2025-W09;2025-03-03;Banany 1kg;Owoce;5.57;5.56;5.68;6.27;5.53
2025-W09;2025-03-03;Pomidory 1kg;Warzywa;10.13;10.3;9.54;10.39;10.4
2025-W09;2025-03-03;Jabłka Ligol 1kg;Owoce;4.39;4.12;4.16;4.73;4.52
2025-W09;2025-03-03;Kurczak filet 1kg;Mięso;25.51;24.56;23.34;26.85;24.36
2025-W09;2025-03-03;Mielone wieprz. 500g;Mięso;15.1;14.45;15.44;16.44;14.99
2025-W09;2025-03-03;Karkówka 1kg;Mięso;27.54;26.81;25.38;32.9;28.62
2025-W09;2025-03-03;Coca-Cola 2L;Napoje;8.73;8.67;8.2;9.59;8.66
2025-W09;2025-03-03;Pepsi 2L;Napoje;8.16;7.9;7.51;9.49;8.23
2025-W09;2025-03-03;Woda Żywiec 1.5L;Napoje;2.56;2.59;2.26;2.93;2.64
2025-W09;2025-03-03;Piwo Tyskie 0.5L;Alkohol;4.04;3.67;4.05;4.5;3.9
2025-W09;2025-03-03;Piwo Lech 0.5L;Alkohol;3.93;3.85;3.52;4.49;4.15
2025-W09;2025-03-03;Wódka Wyborowa 0.5L;Alkohol;33.84;33.17;32.51;37.14;33.51
2025-W09;2025-03-03;Kawa Jacobs 250g;Suche;19.22;18.16;17.81;21.76;19.19
2025-W09;2025-03-03;Cukier biały 1kg;Suche;4.55;4.18;4.17;4.78;4.61
2025-W09;2025-03-03;Mąka pszenna 1kg;Suche;3.41;3.27;3.11;3.75;3.5
2025-W09;2025-03-03;Ryż biały 1kg;Suche;6.96;6.57;7.07;7.76;7.23
2025-W09;2025-03-03;Makaron Lubella 500g;Suche;4.56;4.59;4.38;4.94;4.73
2025-W09;2025-03-03;Olej rzepakowy 1L;Suche;9.09;8.67;9.05;10.04;9.2
2025-W09;2025-03-03;Płatki Nestle 250g;Suche;10.12;10.43;9.79;10.96;10.9
2025-W09;2025-03-03;Czekolada Wedel 100g;Słodycze;5.71;5.44;5.7;6.43;5.72
2025-W09;2025-03-03;Lody Magnum 4-pack;Lody;15.07;14.87;13.66;16.39;15.2
2025-W09;2025-03-03;Pampers 4 26szt;Dziecko;51.42;51.93;47.04;55.16;54.45
2025-W09;2025-03-03;Papier toaletowy 8r;Chemia;15.72;15.14;15.42;17.03;15.1
2025-W09;2025-03-03;Proszek Persil 5kg;Chemia;50.25;49.29;45.99;56.82;50.44
2025-W09;2025-03-03;Karma Whiskas 400g;Zwierzęta;5.65;5.32;5.18;6.5;5.48
2025-W09;2025-03-03;Karma Pedigree 1.2kg;Zwierzęta;12.24;12.03;12.0;13.78;12.86
2025-W10;2025-03-10;Mleko UHT 3.2% 1L;Nabiał;4.59;4.65;4.19;4.73;4.63
2025-W10;2025-03-10;Chleb wiejski 500g;Pieczywo;7.25;6.7;6.68;8.25;7.26
2025-W10;2025-03-10;Jajka L 10szt;Nabiał;9.8;9.6;9.95;10.53;9.85
2025-W10;2025-03-10;Masło ekstra 200g;Nabiał;9.17;8.76;9.03;10.29;9.54
2025-W10;2025-03-10;Banany 1kg;Owoce;5.65;5.5;5.45;6.31;5.85
2025-W10;2025-03-10;Pomidory 1kg;Warzywa;10.19;10.13;9.03;11.12;10.47
2025-W10;2025-03-10;Jabłka Ligol 1kg;Owoce;4.46;4.2;4.35;5.14;4.74
2025-W10;2025-03-10;Kurczak filet 1kg;Mięso;25.43;24.7;24.86;28.99;25.76
2025-W10;2025-03-10;Mielone wieprz. 500g;Mięso;15.38;14.13;14.74;17.95;15.61
2025-W10;2025-03-10;Karkówka 1kg;Mięso;27.16;27.09;26.51;29.2;27.86
2025-W10;2025-03-10;Coca-Cola 2L;Napoje;8.44;8.44;8.14;8.98;8.69
2025-W10;2025-03-10;Pepsi 2L;Napoje;8.23;8.49;7.9;9.15;8.44
2025-W10;2025-03-10;Woda Żywiec 1.5L;Napoje;2.57;2.46;2.45;2.9;2.56
2025-W10;2025-03-10;Piwo Tyskie 0.5L;Alkohol;4.09;3.93;3.78;4.52;4.15
2025-W10;2025-03-10;Piwo Lech 0.5L;Alkohol;3.85;3.7;3.44;4.14;3.73
2025-W10;2025-03-10;Wódka Wyborowa 0.5L;Alkohol;33.83;31.39;32.79;37.73;34.08
2025-W10;2025-03-10;Kawa Jacobs 250g;Suche;19.13;18.09;18.1;20.71;19.07
2025-W10;2025-03-10;Cukier biały 1kg;Suche;4.55;4.62;4.49;5.07;4.57
2025-W10;2025-03-10;Mąka pszenna 1kg;Suche;3.41;3.17;3.34;3.87;3.36
2025-W10;2025-03-10;Ryż biały 1kg;Suche;7.05;6.88;6.61;7.28;7.18
2025-W10;2025-03-10;Makaron Lubella 500g;Suche;4.61;4.27;4.47;4.95;4.32
2025-W10;2025-03-10;Olej rzepakowy 1L;Suche;9.27;9.02;8.9;10.86;9.44
2025-W10;2025-03-10;Płatki Nestle 250g;Suche;10.26;10.01;9.59;11.01;10.4
2025-W10;2025-03-10;Czekolada Wedel 100g;Słodycze;5.57;5.51;5.58;6.35;5.56
2025-W10;2025-03-10;Lody Magnum 4-pack;Lody;15.47;15.29;14.84;17.29;15.29
2025-W10;2025-03-10;Pampers 4 26szt;Dziecko;51.65;50.8;49.28;53.24;53.25
2025-W10;2025-03-10;Papier toaletowy 8r;Chemia;15.37;14.99;14.54;17.36;15.96
2025-W10;2025-03-10;Proszek Persil 5kg;Chemia;51.77;47.28;50.14;57.46;54.23
2025-W10;2025-03-10;Karma Whiskas 400g;Zwierzęta;5.55;5.51;5.28;6.01;5.48
2025-W10;2025-03-10;Karma Pedigree 1.2kg;Zwierzęta;12.46;12.4;11.9;13.68;12.41
2025-W11;2025-03-17;Mleko UHT 3.2% 1L;Nabiał;4.65;4.31;4.44;4.79;5.12
2025-W11;2025-03-17;Chleb wiejski 500g;Pieczywo;7.29;6.82;7.22;8.06;7.43
2025-W11;2025-03-17;Jajka L 10szt;Nabiał;9.59;8.51;9.2;9.93;9.64
2025-W11;2025-03-17;Masło ekstra 200g;Nabiał;9.15;8.08;8.28;10.23;9.38
2025-W11;2025-03-17;Banany 1kg;Owoce;5.48;5.22;4.94;6.25;5.63
2025-W11;2025-03-17;Pomidory 1kg;Warzywa;10.22;10.11;9.85;11.47;10.43
2025-W11;2025-03-17;Jabłka Ligol 1kg;Owoce;4.4;4.5;4.24;5.04;4.56
2025-W11;2025-03-17;Kurczak filet 1kg;Mięso;25.14;23.52;22.42;28.35;26.67
2025-W11;2025-03-17;Mielone wieprz. 500g;Mięso;15.14;14.5;14.72;15.5;15.45
2025-W11;2025-03-17;Karkówka 1kg;Mięso;27.28;26.91;26.21;29.3;27.58
2025-W11;2025-03-17;Coca-Cola 2L;Napoje;8.78;8.85;8.55;10.17;9.08
2025-W11;2025-03-17;Pepsi 2L;Napoje;8.0;7.5;7.41;9.01;8.04
2025-W11;2025-03-17;Woda Żywiec 1.5L;Napoje;2.58;2.53;2.36;2.71;2.6
2025-W11;2025-03-17;Piwo Tyskie 0.5L;Alkohol;4.08;4.05;3.98;4.21;4.09
2025-W11;2025-03-17;Piwo Lech 0.5L;Alkohol;3.86;3.81;3.82;4.37;3.81
2025-W11;2025-03-17;Wódka Wyborowa 0.5L;Alkohol;33.18;32.65;30.44;39.14;34.84
2025-W11;2025-03-17;Kawa Jacobs 250g;Suche;19.66;18.29;19.34;20.99;19.37
2025-W11;2025-03-17;Cukier biały 1kg;Suche;4.66;4.45;4.52;4.87;4.79
2025-W11;2025-03-17;Mąka pszenna 1kg;Suche;3.39;3.14;3.24;3.57;3.31
2025-W11;2025-03-17;Ryż biały 1kg;Suche;6.97;6.96;6.75;7.63;6.91
2025-W11;2025-03-17;Makaron Lubella 500g;Suche;4.51;4.38;4.36;4.89;4.52
2025-W11;2025-03-17;Olej rzepakowy 1L;Suche;9.17;9.18;8.1;10.16;9.35
2025-W11;2025-03-17;Płatki Nestle 250g;Suche;10.61;10.79;9.81;11.69;11.02
2025-W11;2025-03-17;Czekolada Wedel 100g;Słodycze;5.64;5.62;5.38;6.16;5.7
2025-W11;2025-03-17;Lody Magnum 4-pack;Lody;15.37;13.91;14.45;17.84;15.42
2025-W11;2025-03-17;Pampers 4 26szt;Dziecko;50.93;49.41;50.13;57.19;50.89
2025-W11;2025-03-17;Papier toaletowy 8r;Chemia;15.76;14.94;15.83;17.6;15.9
2025-W11;2025-03-17;Proszek Persil 5kg;Chemia;50.42;48.93;49.29;55.07;50.75
2025-W11;2025-03-17;Karma Whiskas 400g;Zwierzęta;5.67;5.34;5.44;6.43;6.19
2025-W11;2025-03-17;Karma Pedigree 1.2kg;Zwierzęta;12.34;12.2;12.05;13.94;12.77
2025-W12;2025-03-24;Mleko UHT 3.2% 1L;Nabiał;4.56;4.33;4.48;4.89;4.74
2025-W12;2025-03-24;Chleb wiejski 500g;Pieczywo;6.99;6.91;6.82;7.32;7.03
2025-W12;2025-03-24;Jajka L 10szt;Nabiał;9.65;9.3;9.37;10.72;10.36
2025-W12;2025-03-24;Masło ekstra 200g;Nabiał;9.36;9.38;9.09;11.01;9.72
2025-W12;2025-03-24;Banany 1kg;Owoce;5.7;5.23;5.3;6.21;6.09
2025-W12;2025-03-24;Pomidory 1kg;Warzywa;10.02;9.65;9.77;10.69;10.53
2025-W12;2025-03-24;Jabłka Ligol 1kg;Owoce;4.39;4.23;4.03;4.54;4.45
2025-W12;2025-03-24;Kurczak filet 1kg;Mięso;25.2;24.86;24.21;27.36;24.7
2025-W12;2025-03-24;Mielone wieprz. 500g;Mięso;15.22;14.84;14.71;17.45;14.32
