Data;ID sklepu;Miasto;Kategoria;SKU;Wartość waste (PLN);Powód
2025-02-19;PLN-062;Poznań;Nabiał i jaja;Ser pleśniowy;87.76;Przeterminowanie (nie udało się sprzedać)
2025-02-19;PLN-069;Poznań;Pieczywo;Bagietka;77.92;Uszkodzenie mechaniczne
2025-02-19;PLN-024;Warszawa;Ryby i mrożonki;Łosoś świeży;113.25;Błąd zatowarowania (nadmiar)
2025-02-19;PLN-084;Gdańsk;Pieczywo;Bułki kajzerki;50.43;Łańcuch chłodniczy — błąd
2025-02-19;PLN-132;Legnica;Pieczywo;Bułki kajzerki;541.62;Przeterminowanie (nie udało się sprzedać)
2025-02-20;PLN-092;Lublin;Warzywa i owoce;Pomidory koktajl;5.32;Błąd zatowarowania (nadmiar)
2025-02-20;PLN-018;Warszawa;Ryby i mrożonki;Krewetki świeże;97.0;Przeterminowanie (nie udało się sprzedać)
2025-02-20;PLN-095;Bydgoszcz;Mięso i wędliny;Boczek;193.12;Przeterminowanie (nie udało się sprzedać)
2025-02-20;PLN-030;Kraków;Pieczywo;Bułki kajzerki;26.83;Przeterminowanie (nie udało się sprzedać)
2025-02-21;PLN-080;Łódź;Nabiał i jaja;Ser pleśniowy;37.71;Przeterminowanie (nie udało się sprzedać)
2025-02-21;PLN-061;Poznań;Ryby i mrożonki;Krewetki świeże;284.83;Łańcuch chłodniczy — błąd
2025-02-21;PLN-050;Wrocław;Nabiał i jaja;Jogurt naturalny;44.74;Reklamacja jakościowa od klienta
2025-02-22;PLN-117;Płock;Pieczywo;Chleb wiejski;33.88;Łańcuch chłodniczy — błąd
2025-02-22;PLN-024;Warszawa;Mięso i wędliny;Schab;37.59;Błąd zatowarowania (nadmiar)
2025-02-22;PLN-068;Poznań;Nabiał i jaja;Jogurt naturalny;5.32;Przeterminowanie (nie udało się sprzedać)
2025-02-23;PLN-105;Toruń;Warzywa i owoce;Sałata lodowa;13.87;Błąd zatowarowania (nadmiar)
2025-02-23;PLN-115;Płock;Mięso i wędliny;Wędliny krojone;111.45;Przeterminowanie (nie udało się sprzedać)
2025-02-23;PLN-110;Opole;Pieczywo;Bułki kajzerki;45.94;Reklamacja jakościowa od klienta
2025-02-23;PLN-049;Wrocław;Warzywa i owoce;Sałata lodowa;421.87;Uszkodzenie mechaniczne
2025-02-23;PLN-051;Wrocław;Warzywa i owoce;Banany dojrzałe;26.0;Błąd zatowarowania (nadmiar)
2025-02-24;PLN-012;Warszawa;Ryby i mrożonki;Krewetki świeże;249.64;Przeterminowanie (nie udało się sprzedać)
2025-02-24;PLN-053;Wrocław;Pieczywo;Bagietka;164.47;Uszkodzenie mechaniczne
2025-02-24;PLN-016;Warszawa;Pieczywo;Bułki kajzerki;91.58;Uszkodzenie mechaniczne
2025-02-24;PLN-131;Legnica;Pieczywo;Bułki kajzerki;156.83;Błąd zatowarowania (nadmiar)
2025-02-24;PLN-108;Częstochowa;Mięso i wędliny;Wieprzowina łopatka;383.98;Przeterminowanie (nie udało się sprzedać)
2025-02-25;PLN-064;Poznań;Ryby i mrożonki;Łosoś świeży;148.31;Uszkodzenie mechaniczne
2025-02-25;PLN-061;Poznań;Pieczywo;Chleb wiejski;33.41;Łańcuch chłodniczy — błąd
2025-02-25;PLN-057;Poznań;Pieczywo;Bułki kajzerki;47.09;Przeterminowanie (nie udało się sprzedać)
2025-02-26;PLN-093;Lublin;Ryby i mrożonki;Krewetki świeże;58.1;Przeterminowanie (nie udało się sprzedać)
2025-02-26;PLN-074;Łódź;Mięso i wędliny;Kurczak filet;257.04;Uszkodzenie mechaniczne
2025-02-26;PLN-097;Szczecin;Ryby i mrożonki;Łosoś świeży;5.32;Przeterminowanie (nie udało się sprzedać)
2025-02-26;PLN-123;Leszno;Warzywa i owoce;Mango;171.4;Przeterminowanie (nie udało się sprzedać)
2025-02-26;PLN-113;Kalisz;Nabiał i jaja;Śmietana;178.45;Uszkodzenie mechaniczne
2025-02-26;PLN-055;Poznań;Nabiał i jaja;Śmietana;45.39;Przeterminowanie (nie udało się sprzedać)
2025-02-27;PLN-122;Leszno;Mięso i wędliny;Mielone wieprzowo-wołowe;121.71;Przeterminowanie (nie udało się sprzedać)
2025-02-27;PLN-112;Kalisz;Ryby i mrożonki;Pstrąg;15.9;Błąd zatowarowania (nadmiar)
2025-02-27;PLN-062;Poznań;Ryby i mrożonki;Krewetki świeże;228.8;Przeterminowanie (nie udało się sprzedać)
2025-02-28;PLN-067;Poznań;Ryby i mrożonki;Pstrąg;218.02;Przeterminowanie (nie udało się sprzedać)
2025-02-28;PLN-087;Gdańsk;Nabiał i jaja;Jogurt naturalny;63.96;Przeterminowanie (nie udało się sprzedać)
2025-02-28;PLN-088;Gdańsk;Warzywa i owoce;Pomidory koktajl;35.49;Przeterminowanie (nie udało się sprzedać)
2025-02-28;PLN-014;Warszawa;Mięso i wędliny;Schab;5.32;Błąd zatowarowania (nadmiar)
2025-02-28;PLN-052;Wrocław;Warzywa i owoce;Banany dojrzałe;191.75;Uszkodzenie mechaniczne
2025-02-28;PLN-087;Gdańsk;Mięso i wędliny;Kurczak filet;16.99;Łańcuch chłodniczy — błąd
2025-02-28;PLN-118;Gniezno;Warzywa i owoce;Pomidory koktajl;126.61;Błąd zatowarowania (nadmiar)
2025-03-01;PLN-012;Warszawa;Pieczywo;Bułki kajzerki;29.37;Przeterminowanie (nie udało się sprzedać)
2025-03-01;PLN-075;Łódź;Nabiał i jaja;Mleko świeże;30.15;Uszkodzenie mechaniczne
2025-03-01;PLN-049;Wrocław;Nabiał i jaja;Śmietana;40.35;Przeterminowanie (nie udało się sprzedać)
2025-03-02;PLN-093;Lublin;Warzywa i owoce;Borówki;13.42;Przeterminowanie (nie udało się sprzedać)
2025-03-02;PLN-038;Kraków;Warzywa i owoce;Banany dojrzałe;301.78;Przeterminowanie (nie udało się sprzedać)
2025-03-02;PLN-020;Warszawa;Nabiał i jaja;Twaróg;56.8;Przeterminowanie (nie udało się sprzedać)
2025-03-02;PLN-078;Łódź;Ryby i mrożonki;Krewetki świeże;170.69;Łańcuch chłodniczy — błąd
2025-03-02;PLN-133;Legnica;Ryby i mrożonki;Krewetki świeże;219.19;Błąd zatowarowania (nadmiar)
2025-03-02;PLN-121;Konin;Warzywa i owoce;Truskawki;53.99;Przeterminowanie (nie udało się sprzedać)
2025-03-03;PLN-081;Łódź;Pieczywo;Bagietka;96.91;Uszkodzenie mechaniczne
2025-03-03;PLN-084;Gdańsk;Ryby i mrożonki;Pstrąg;513.27;Błąd zatowarowania (nadmiar)
2025-03-03;PLN-037;Kraków;Ryby i mrożonki;Krewetki świeże;42.97;Reklamacja jakościowa od klienta
2025-03-03;PLN-098;Szczecin;Ryby i mrożonki;Pstrąg;71.71;Przeterminowanie (nie udało się sprzedać)
2025-03-03;PLN-032;Kraków;Nabiał i jaja;Twaróg;44.2;Przeterminowanie (nie udało się sprzedać)
2025-03-03;PLN-002;Warszawa;Mięso i wędliny;Boczek;268.91;Przeterminowanie (nie udało się sprzedać)
2025-03-03;PLN-135;Wałbrzych;Nabiał i jaja;Ser pleśniowy;124.38;Przeterminowanie (nie udało się sprzedać)
2025-03-04;PLN-105;Toruń;Pieczywo;Bułki kajzerki;100.91;Przeterminowanie (nie udało się sprzedać)
2025-03-04;PLN-105;Toruń;Mięso i wędliny;Boczek;184.16;Błąd zatowarowania (nadmiar)
2025-03-04;PLN-009;Warszawa;Pieczywo;Bułki kajzerki;388.04;Przeterminowanie (nie udało się sprzedać)
2025-03-04;PLN-065;Poznań;Mięso i wędliny;Schab;199.76;Przeterminowanie (nie udało się sprzedać)
2025-03-04;PLN-118;Gniezno;Pieczywo;Bułki kajzerki;380.65;Błąd zatowarowania (nadmiar)
2025-03-04;PLN-027;Kraków;Nabiał i jaja;Ser pleśniowy;114.98;Przeterminowanie (nie udało się sprzedać)
2025-03-04;PLN-114;Kalisz;Ryby i mrożonki;Pstrąg;95.62;Przeterminowanie (nie udało się sprzedać)
2025-03-04;PLN-114;Kalisz;Warzywa i owoce;Pomidory koktajl;357.27;Uszkodzenie mechaniczne
2025-03-04;PLN-135;Wałbrzych;Pieczywo;Bagietka;381.92;Łańcuch chłodniczy — błąd
2025-03-04;PLN-020;Warszawa;Warzywa i owoce;Maliny;12.58;Błąd zatowarowania (nadmiar)
2025-03-04;PLN-052;Wrocław;Ryby i mrożonki;Łosoś świeży;66.25;Uszkodzenie mechaniczne
2025-03-04;PLN-033;Kraków;Warzywa i owoce;Pomidory koktajl;294.7;Błąd zatowarowania (nadmiar)
2025-03-04;PLN-124;Leszno;Ryby i mrożonki;Krewetki świeże;132.41;Łańcuch chłodniczy — błąd
2025-03-04;PLN-057;Poznań;Pieczywo;Chleb wiejski;397.59;Przeterminowanie (nie udało się sprzedać)
2025-03-04;PLN-055;Poznań;Pieczywo;Bułki kajzerki;59.58;Przeterminowanie (nie udało się sprzedać)
2025-03-05;PLN-101;Katowice;Ryby i mrożonki;Łosoś świeży;32.11;Przeterminowanie (nie udało się sprzedać)
2025-03-05;PLN-030;Kraków;Warzywa i owoce;Pomidory koktajl;203.57;Przeterminowanie (nie udało się sprzedać)
2025-03-05;PLN-006;Warszawa;Ryby i mrożonki;Łosoś świeży;48.95;Przeterminowanie (nie udało się sprzedać)
2025-03-05;PLN-042;Wrocław;Ryby i mrożonki;Krewetki świeże;156.09;Przeterminowanie (nie udało się sprzedać)
2025-03-06;PLN-092;Lublin;Ryby i mrożonki;Łosoś świeży;48.48;Łańcuch chłodniczy — błąd
2025-03-06;PLN-075;Łódź;Warzywa i owoce;Borówki;133.5;Przeterminowanie (nie udało się sprzedać)
2025-03-06;PLN-114;Kalisz;Ryby i mrożonki;Łosoś świeży;435.99;Przeterminowanie (nie udało się sprzedać)
2025-03-07;PLN-055;Poznań;Pieczywo;Tort biszkoptowy;134.6;Błąd zatowarowania (nadmiar)
2025-03-07;PLN-088;Gdańsk;Pieczywo;Chleb wiejski;80.53;Przeterminowanie (nie udało się sprzedać)
2025-03-07;PLN-023;Warszawa;Pieczywo;Bułki kajzerki;210.32;Uszkodzenie mechaniczne
2025-03-07;PLN-103;Toruń;Warzywa i owoce;Maliny;258.53;Przeterminowanie (nie udało się sprzedać)
2025-03-07;PLN-020;Warszawa;Warzywa i owoce;Borówki;215.49;Przeterminowanie (nie udało się sprzedać)
2025-03-07;PLN-132;Legnica;Warzywa i owoce;Borówki;148.72;Przeterminowanie (nie udało się sprzedać)
2025-03-07;PLN-004;Warszawa;Nabiał i jaja;Jogurt naturalny;5.56;Przeterminowanie (nie udało się sprzedać)
2025-03-07;PLN-054;Wrocław;Warzywa i owoce;Borówki;82.04;Łańcuch chłodniczy — błąd
2025-03-08;PLN-032;Kraków;Ryby i mrożonki;Pstrąg;24.58;Przeterminowanie (nie udało się sprzedać)
2025-03-08;PLN-002;Warszawa;Pieczywo;Bułki kajzerki;109.23;Przeterminowanie (nie udało się sprzedać)
2025-03-08;PLN-085;Gdańsk;Pieczywo;Bułki kajzerki;160.35;Uszkodzenie mechaniczne
2025-03-08;PLN-128;Nowy Sącz;Warzywa i owoce;Banany dojrzałe;82.12;Przeterminowanie (nie udało się sprzedać)
2025-03-08;PLN-079;Łódź;Ryby i mrożonki;Pstrąg;152.65;Błąd zatowarowania (nadmiar)
2025-03-09;PLN-066;Poznań;Warzywa i owoce;Truskawki;84.44;Przeterminowanie (nie udało się sprzedać)
2025-03-09;PLN-019;Warszawa;Nabiał i jaja;Mleko świeże;242.0;Przeterminowanie (nie udało się sprzedać)
2025-03-09;PLN-082;Łódź;Mięso i wędliny;Kurczak filet;187.04;Przeterminowanie (nie udało się sprzedać)
2025-03-09;PLN-089;Gdańsk;Nabiał i jaja;Twaróg;103.0;Przeterminowanie (nie udało się sprzedać)
2025-03-10;PLN-014;Warszawa;Nabiał i jaja;Śmietana;20.92;Przeterminowanie (nie udało się sprzedać)
2025-03-10;PLN-079;Łódź;Nabiał i jaja;Jogurt naturalny;5.35;Przeterminowanie (nie udało się sprzedać)
2025-03-10;PLN-101;Katowice;Nabiał i jaja;Twaróg;136.1;Przeterminowanie (nie udało się sprzedać)
2025-03-11;PLN-094;Bydgoszcz;Ryby i mrożonki;Pstrąg;69.43;Przeterminowanie (nie udało się sprzedać)
2025-03-11;PLN-037;Kraków;Nabiał i jaja;Twaróg;198.12;Uszkodzenie mechaniczne
2025-03-12;PLN-112;Kalisz;Ryby i mrożonki;Pstrąg;51.87;Przeterminowanie (nie udało się sprzedać)
2025-03-12;PLN-114;Kalisz;Warzywa i owoce;Awokado;20.7;Przeterminowanie (nie udało się sprzedać)
2025-03-12;PLN-001;Warszawa;Nabiał i jaja;Twaróg;19.82;Uszkodzenie mechaniczne
2025-03-12;PLN-108;Częstochowa;Pieczywo;Tort biszkoptowy;358.32;Błąd zatowarowania (nadmiar)
2025-03-13;PLN-016;Warszawa;Warzywa i owoce;Awokado;69.72;Uszkodzenie mechaniczne
2025-03-13;PLN-114;Kalisz;Warzywa i owoce;Maliny;301.81;Przeterminowanie (nie udało się sprzedać)
2025-03-13;PLN-074;Łódź;Ryby i mrożonki;Pstrąg;10.4;Błąd zatowarowania (nadmiar)
2025-03-13;PLN-095;Bydgoszcz;Mięso i wędliny;Wieprzowina łopatka;194.3;Przeterminowanie (nie udało się sprzedać)
2025-03-13;PLN-044;Wrocław;Mięso i wędliny;Schab;21.97;Przeterminowanie (nie udało się sprzedać)
2025-03-13;PLN-115;Płock;Ryby i mrożonki;Krewetki świeże;135.29;Przeterminowanie (nie udało się sprzedać)
2025-03-13;PLN-050;Wrocław;Warzywa i owoce;Borówki;40.47;Przeterminowanie (nie udało się sprzedać)
2025-03-13;PLN-008;Warszawa;Ryby i mrożonki;Łosoś świeży;376.37;Przeterminowanie (nie udało się sprzedać)
2025-03-14;PLN-022;Warszawa;Nabiał i jaja;Twaróg;98.95;Przeterminowanie (nie udało się sprzedać)
2025-03-14;PLN-078;Łódź;Pieczywo;Tort biszkoptowy;5.35;Przeterminowanie (nie udało się sprzedać)
2025-03-14;PLN-020;Warszawa;Mięso i wędliny;Wędliny krojone;95.28;Przeterminowanie (nie udało się sprzedać)
2025-03-14;PLN-010;Warszawa;Nabiał i jaja;Jogurt naturalny;107.11;Przeterminowanie (nie udało się sprzedać)
2025-03-14;PLN-066;Poznań;Nabiał i jaja;Jogurt naturalny;17.92;Przeterminowanie (nie udało się sprzedać)
2025-03-15;PLN-078;Łódź;Nabiał i jaja;Mleko świeże;55.99;Błąd zatowarowania (nadmiar)
2025-03-15;PLN-021;Warszawa;Mięso i wędliny;Wędliny krojone;44.89;Przeterminowanie (nie udało się sprzedać)
2025-03-15;PLN-040;Kraków;Pieczywo;Chleb wiejski;28.68;Przeterminowanie (nie udało się sprzedać)
2025-03-16;PLN-078;Łódź;Pieczywo;Bułki kajzerki;102.76;Przeterminowanie (nie udało się sprzedać)
2025-03-16;PLN-025;Kraków;Ryby i mrożonki;Krewetki świeże;165.5;Błąd zatowarowania (nadmiar)
2025-03-16;PLN-098;Szczecin;Pieczywo;Bułki kajzerki;107.51;Błąd zatowarowania (nadmiar)
2025-03-16;PLN-126;Tarnów;Warzywa i owoce;Maliny;172.55;Uszkodzenie mechaniczne
2025-03-16;PLN-087;Gdańsk;Nabiał i jaja;Mleko świeże;137.18;Przeterminowanie (nie udało się sprzedać)
2025-03-16;PLN-129;Nowy Sącz;Nabiał i jaja;Mleko świeże;5.35;Przeterminowanie (nie udało się sprzedać)
2025-03-17;PLN-001;Warszawa;Nabiał i jaja;Twaróg;60.97;Łańcuch chłodniczy — błąd
2025-03-17;PLN-088;Gdańsk;Ryby i mrożonki;Łosoś świeży;87.94;Błąd zatowarowania (nadmiar)
2025-03-17;PLN-036;Kraków;Ryby i mrożonki;Krewetki świeże;15.26;Przeterminowanie (nie udało się sprzedać)
2025-03-17;PLN-038;Kraków;Pieczywo;Tort biszkoptowy;55.45;Błąd zatowarowania (nadmiar)
2025-03-18;PLN-140;Radom;Mięso i wędliny;Wędliny krojone;81.28;Przeterminowanie (nie udało się sprzedać)
2025-03-18;PLN-017;Warszawa;Warzywa i owoce;Borówki;64.08;Przeterminowanie (nie udało się sprzedać)
2025-03-18;PLN-127;Tarnów;Pieczywo;Bagietka;72.54;Przeterminowanie (nie udało się sprzedać)
2025-03-18;PLN-095;Bydgoszcz;Warzywa i owoce;Banany dojrzałe;327.73;Przeterminowanie (nie udało się sprzedać)
2025-03-18;PLN-094;Bydgoszcz;Warzywa i owoce;Banany dojrzałe;81.93;Uszkodzenie mechaniczne
2025-03-19;PLN-001;Warszawa;Warzywa i owoce;Maliny;12.67;Błąd zatowarowania (nadmiar)
2025-03-19;PLN-070;Poznań;Mięso i wędliny;Kurczak filet;74.71;Reklamacja jakościowa od klienta
2025-03-19;PLN-019;Warszawa;Mięso i wędliny;Wieprzowina łopatka;176.5;Uszkodzenie mechaniczne
2025-03-19;PLN-012;Warszawa;Nabiał i jaja;Ser pleśniowy;693.55;Łańcuch chłodniczy — błąd
2025-03-19;PLN-108;Częstochowa;Ryby i mrożonki;Krewetki świeże;255.67;Przeterminowanie (nie udało się sprzedać)
2025-03-19;PLN-002;Warszawa;Nabiał i jaja;Twaróg;59.94;Przeterminowanie (nie udało się sprzedać)
2025-03-19;PLN-012;Warszawa;Warzywa i owoce;Sałata lodowa;37.54;Przeterminowanie (nie udało się sprzedać)
2025-03-20;PLN-106;Częstochowa;Ryby i mrożonki;Krewetki świeże;40.25;Uszkodzenie mechaniczne
2025-03-20;PLN-093;Lublin;Warzywa i owoce;Maliny;50.93;Przeterminowanie (nie udało się sprzedać)
2025-03-20;PLN-002;Warszawa;Ryby i mrożonki;Pstrąg;182.88;Przeterminowanie (nie udało się sprzedać)
2025-03-20;PLN-133;Legnica;Mięso i wędliny;Wędliny krojone;108.81;Błąd zatowarowania (nadmiar)
2025-03-20;PLN-023;Warszawa;Mięso i wędliny;Schab;18.85;Przeterminowanie (nie udało się sprzedać)
2025-03-21;PLN-117;Płock;Nabiał i jaja;Ser pleśniowy;254.83;Przeterminowanie (nie udało się sprzedać)
2025-03-21;PLN-130;Nowy Sącz;Nabiał i jaja;Twaróg;30.27;Przeterminowanie (nie udało się sprzedać)
2025-03-21;PLN-017;Warszawa;Nabiał i jaja;Śmietana;58.6;Przeterminowanie (nie udało się sprzedać)
2025-03-21;PLN-091;Lublin;Mięso i wędliny;Karkówka;5.35;Przeterminowanie (nie udało się sprzedać)
2025-03-21;PLN-136;Jelenia Góra;Nabiał i jaja;Twaróg;132.38;Uszkodzenie mechaniczne
2025-03-22;PLN-072;Poznań;Warzywa i owoce;Awokado;91.12;Łańcuch chłodniczy — błąd
2025-03-22;PLN-017;Warszawa;Ryby i mrożonki;Łosoś świeży;163.0;Przeterminowanie (nie udało się sprzedać)
2025-03-22;PLN-134;Wałbrzych;Mięso i wędliny;Kurczak filet;241.35;Przeterminowanie (nie udało się sprzedać)
2025-03-22;PLN-084;Gdańsk;Pieczywo;Bułki kajzerki;40.93;Błąd zatowarowania (nadmiar)
2025-03-22;PLN-046;Wrocław;Pieczywo;Bułki kajzerki;22.15;Przeterminowanie (nie udało się sprzedać)
2025-03-22;PLN-019;Warszawa;Nabiał i jaja;Ser pleśniowy;220.25;Przeterminowanie (nie udało się sprzedać)
2025-03-22;PLN-113;Kalisz;Pieczywo;Chleb wiejski;54.55;Przeterminowanie (nie udało się sprzedać)
2025-03-23;PLN-015;Warszawa;Ryby i mrożonki;Krewetki świeże;316.57;Błąd zatowarowania (nadmiar)
2025-03-23;PLN-044;Wrocław;Warzywa i owoce;Borówki;56.49;Przeterminowanie (nie udało się sprzedać)
2025-03-23;PLN-103;Toruń;Pieczywo;Bułki kajzerki;47.69;Uszkodzenie mechaniczne
2025-03-23;PLN-106;Częstochowa;Pieczywo;Bułki kajzerki;222.59;Uszkodzenie mechaniczne
2025-03-23;PLN-056;Poznań;Pieczywo;Bułki kajzerki;195.3;Łańcuch chłodniczy — błąd
2025-03-23;PLN-066;Poznań;Ryby i mrożonki;Łosoś świeży;126.3;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-094;Bydgoszcz;Ryby i mrożonki;Łosoś świeży;69.55;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-138;Radom;Nabiał i jaja;Twaróg;42.98;Błąd zatowarowania (nadmiar)
2025-03-24;PLN-045;Wrocław;Mięso i wędliny;Boczek;53.66;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-005;Warszawa;Nabiał i jaja;Ser pleśniowy;323.3;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-055;Poznań;Ryby i mrożonki;Łosoś świeży;188.65;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-078;Łódź;Mięso i wędliny;Mielone wieprzowo-wołowe;71.58;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-125;Tarnów;Warzywa i owoce;Mango;116.79;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-016;Warszawa;Mięso i wędliny;Boczek;54.88;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-108;Częstochowa;Warzywa i owoce;Maliny;228.01;Uszkodzenie mechaniczne
2025-03-24;PLN-018;Warszawa;Pieczywo;Bagietka;97.0;Przeterminowanie (nie udało się sprzedać)
2025-03-24;PLN-119;Gniezno;Nabiał i jaja;Jogurt naturalny;172.07;Przeterminowanie (nie udało się sprzedać)
2025-03-25;PLN-030;Kraków;Nabiał i jaja;Jogurt naturalny;84.04;Przeterminowanie (nie udało się sprzedać)
2025-03-25;PLN-091;Lublin;Mięso i wędliny;Schab;110.51;Przeterminowanie (nie udało się sprzedać)
2025-03-25;PLN-052;Wrocław;Mięso i wędliny;Schab;92.05;Przeterminowanie (nie udało się sprzedać)
2025-03-25;PLN-075;Łódź;Nabiał i jaja;Twaróg;214.48;Przeterminowanie (nie udało się sprzedać)
2025-03-25;PLN-022;Warszawa;Nabiał i jaja;Ser pleśniowy;61.5;Przeterminowanie (nie udało się sprzedać)
2025-03-25;PLN-037;Kraków;Warzywa i owoce;Truskawki;25.28;Uszkodzenie mechaniczne
2025-03-25;PLN-005;Warszawa;Nabiał i jaja;Twaróg;298.96;Przeterminowanie (nie udało się sprzedać)
2025-03-26;PLN-075;Łódź;Nabiał i jaja;Ser pleśniowy;8.85;Uszkodzenie mechaniczne
2025-03-26;PLN-042;Wrocław;Ryby i mrożonki;Pstrąg;41.11;Błąd zatowarowania (nadmiar)
2025-03-26;PLN-065;Poznań;Mięso i wędliny;Wędliny krojone;93.13;Błąd zatowarowania (nadmiar)
2025-03-26;PLN-027;Kraków;Warzywa i owoce;Mango;118.37;Uszkodzenie mechaniczne
2025-03-26;PLN-114;Kalisz;Pieczywo;Bagietka;67.54;Przeterminowanie (nie udało się sprzedać)
2025-03-26;PLN-122;Leszno;Pieczywo;Tort biszkoptowy;5.35;Przeterminowanie (nie udało się sprzedać)
2025-03-26;PLN-023;Warszawa;Pieczywo;Bagietka;54.24;Łańcuch chłodniczy — błąd
2025-03-27;PLN-131;Legnica;Mięso i wędliny;Kurczak filet;11.93;Przeterminowanie (nie udało się sprzedać)
2025-03-27;PLN-009;Warszawa;Pieczywo;Bagietka;227.34;Przeterminowanie (nie udało się sprzedać)
2025-03-27;PLN-021;Warszawa;Warzywa i owoce;Banany dojrzałe;5.35;Przeterminowanie (nie udało się sprzedać)
2025-03-27;PLN-062;Poznań;Ryby i mrożonki;Krewetki świeże;13.73;Błąd zatowarowania (nadmiar)
2025-03-27;PLN-017;Warszawa;Nabiał i jaja;Śmietana;230.19;Łańcuch chłodniczy — błąd
2025-03-28;PLN-078;Łódź;Mięso i wędliny;Schab;103.18;Błąd zatowarowania (nadmiar)
2025-03-28;PLN-059;Poznań;Mięso i wędliny;Boczek;358.1;Przeterminowanie (nie udało się sprzedać)
2025-03-28;PLN-062;Poznań;Mięso i wędliny;Schab;14.66;Przeterminowanie (nie udało się sprzedać)
2025-03-29;PLN-136;Jelenia Góra;Pieczywo;Tort biszkoptowy;14.39;Przeterminowanie (nie udało się sprzedać)
2025-03-29;PLN-037;Kraków;Nabiał i jaja;Śmietana;433.51;Przeterminowanie (nie udało się sprzedać)
2025-03-29;PLN-125;Tarnów;Ryby i mrożonki;Pstrąg;104.7;Przeterminowanie (nie udało się sprzedać)
2025-03-29;PLN-065;Poznań;Ryby i mrożonki;Łosoś świeży;32.2;Przeterminowanie (nie udało się sprzedać)
2025-03-29;PLN-065;Poznań;Pieczywo;Bagietka;210.89;Przeterminowanie (nie udało się sprzedać)
2025-03-29;PLN-034;Kraków;Mięso i wędliny;Schab;7.63;Błąd zatowarowania (nadmiar)
2025-03-30;PLN-082;Łódź;Ryby i mrożonki;Krewetki świeże;251.06;Przeterminowanie (nie udało się sprzedać)
2025-03-30;PLN-092;Lublin;Mięso i wędliny;Mielone wieprzowo-wołowe;33.36;Przeterminowanie (nie udało się sprzedać)
2025-03-30;PLN-064;Poznań;Warzywa i owoce;Pomidory koktajl;87.41;Reklamacja jakościowa od klienta
2025-03-30;PLN-111;Kalisz;Nabiał i jaja;Jogurt naturalny;605.47;Uszkodzenie mechaniczne
2025-03-30;PLN-028;Kraków;Ryby i mrożonki;Pstrąg;25.46;Błąd zatowarowania (nadmiar)
2025-03-31;PLN-129;Nowy Sącz;Pieczywo;Tort biszkoptowy;5.35;Łańcuch chłodniczy — błąd
2025-03-31;PLN-128;Nowy Sącz;Ryby i mrożonki;Łosoś świeży;50.09;Przeterminowanie (nie udało się sprzedać)
2025-03-31;PLN-119;Gniezno;Pieczywo;Bułki kajzerki;150.43;Przeterminowanie (nie udało się sprzedać)
2025-03-31;PLN-050;Wrocław;Pieczywo;Bułki kajzerki;67.16;Przeterminowanie (nie udało się sprzedać)
2025-04-01;PLN-005;Warszawa;Pieczywo;Chleb wiejski;103.57;Przeterminowanie (nie udało się sprzedać)
2025-04-01;PLN-019;Warszawa;Ryby i mrożonki;Krewetki świeże;139.41;Błąd zatowarowania (nadmiar)
2025-04-01;PLN-059;Poznań;Mięso i wędliny;Karkówka;153.99;Przeterminowanie (nie udało się sprzedać)
2025-04-02;PLN-119;Gniezno;Nabiał i jaja;Twaróg;194.67;Przeterminowanie (nie udało się sprzedać)
2025-04-02;PLN-049;Wrocław;Mięso i wędliny;Mielone wieprzowo-wołowe;5.38;Przeterminowanie (nie udało się sprzedać)
2025-04-02;PLN-073;Łódź;Ryby i mrożonki;Krewetki świeże;5.38;Łańcuch chłodniczy — błąd
2025-04-02;PLN-048;Wrocław;Ryby i mrożonki;Łosoś świeży;69.5;Przeterminowanie (nie udało się sprzedać)
2025-04-03;PLN-123;Leszno;Pieczywo;Bułki kajzerki;540.45;Przeterminowanie (nie udało się sprzedać)
2025-04-03;PLN-103;Toruń;Pieczywo;Bułki kajzerki;53.81;Przeterminowanie (nie udało się sprzedać)
2025-04-03;PLN-132;Legnica;Pieczywo;Tort biszkoptowy;249.03;Uszkodzenie mechaniczne
2025-04-03;PLN-100;Katowice;Warzywa i owoce;Sałata lodowa;27.67;Przeterminowanie (nie udało się sprzedać)
2025-04-03;PLN-002;Warszawa;Warzywa i owoce;Mango;226.44;Przeterminowanie (nie udało się sprzedać)
2025-04-03;PLN-060;Poznań;Mięso i wędliny;Wędliny krojone;492.1;Przeterminowanie (nie udało się sprzedać)
2025-04-03;PLN-018;Warszawa;Pieczywo;Bułki kajzerki;115.79;Błąd zatowarowania (nadmiar)
2025-04-03;PLN-041;Wrocław;Mięso i wędliny;Schab;91.67;Przeterminowanie (nie udało się sprzedać)
2025-04-04;PLN-133;Legnica;Nabiał i jaja;Mleko świeże;162.87;Przeterminowanie (nie udało się sprzedać)
