Data;Miasto;Temp_min (°C);Temp_avg (°C);Temp_max (°C);Opady (mm);Śnieg (cm);Nasłonecznienie (h);Kategoria pogody
2025-12-25;Wrocław;-8.6;-5.5;2.1;0.0;0.0;8.7;Słonecznie
2025-12-26;Wrocław;-9.2;-5.6;2.3;0.9;0.0;1.4;Pochmurno z opadami
2025-12-27;Wrocław;-10.4;-5.6;-1.7;0.0;0.0;5.3;Pochmurno
2025-12-28;Wrocław;-7.4;-3.5;2.7;0.0;0.4;10.1;Śnieg
2025-12-29;Wrocław;-9.1;-5.4;1.9;0.0;0.0;11.1;Słonecznie
2025-12-30;Wrocław;-8.2;-5.2;-1.7;0.0;0.0;9.7;Słonecznie
2025-12-31;Wrocław;-8.5;-5.1;-1.5;0.0;0.0;6.2;Pochmurno
2026-01-01;Wrocław;-5.7;-3.7;3.1;0.0;0.0;6.7;Pochmurno
2026-01-02;Wrocław;-7.0;-5.0;-0.1;0.0;0.1;7.2;Śnieg
2026-01-03;Wrocław;-11.1;-7.1;0.5;0.0;0.4;9.2;Śnieg
2026-01-04;Wrocław;-5.5;-1.1;5.1;0.0;3.8;9.5;Śnieg
2026-01-05;Wrocław;-10.2;-5.2;2.3;0.0;2.2;8.8;Śnieg
2026-01-06;Wrocław;-11.3;-8.6;-5.1;4.3;0.2;0.3;Śnieg
2026-01-07;Wrocław;-8.1;-2.5;1.0;0.0;1.8;6.0;Śnieg
2026-01-08;Wrocław;-8.1;-3.6;2.9;5.8;4.1;2.4;Śnieg
2026-01-09;Wrocław;-4.8;-1.0;3.5;0.0;0.6;5.7;Śnieg
2026-01-10;Wrocław;-10.4;-6.9;-3.6;0.0;1.6;6.7;Śnieg
2026-01-11;Wrocław;-10.2;-7.5;1.4;0.0;0.2;7.6;Śnieg
2026-01-12;Wrocław;-9.6;-6.6;-1.8;0.0;1.6;8.8;Śnieg
2026-01-13;Wrocław;-6.9;-5.3;-4.6;0.0;0.0;6.2;Pochmurno
2026-01-14;Wrocław;-6.8;-4.0;1.7;0.0;0.0;8.3;Słonecznie
2026-01-15;Wrocław;-11.5;-5.6;-1.6;0.0;0.0;8.9;Słonecznie
2026-01-16;Wrocław;-14.4;-10.2;-5.7;0.0;0.0;5.2;Pochmurno
2026-01-17;Wrocław;-7.0;-4.1;4.0;0.0;0.3;2.2;Śnieg
2026-01-18;Wrocław;-6.9;-4.5;1.7;0.0;0.1;7.0;Śnieg
2026-01-19;Wrocław;-10.6;-5.0;-3.0;0.0;0.0;6.1;Pochmurno
2026-01-20;Wrocław;-10.5;-8.1;-2.5;0.0;2.0;9.4;Śnieg
2026-01-21;Wrocław;-12.2;-7.0;-3.4;0.0;2.7;13.4;Śnieg
2026-01-22;Wrocław;-4.2;-2.3;2.3;0.0;0.0;10.3;Słonecznie
2026-01-23;Wrocław;-8.0;-5.1;2.3;0.0;5.4;5.2;Śnieg
2026-01-24;Wrocław;-15.6;-13.5;-9.8;1.0;0.0;2.7;Pochmurno z opadami
2026-01-25;Wrocław;-9.3;-4.5;2.5;0.0;3.3;9.8;Śnieg
2026-01-26;Wrocław;-7.8;-4.0;4.3;0.0;0.0;9.2;Słonecznie
2026-01-27;Wrocław;-12.1;-7.8;-1.4;0.0;0.0;6.6;Pochmurno
2026-01-28;Wrocław;-6.5;-2.0;-1.2;0.0;0.0;8.7;Słonecznie
2026-01-29;Wrocław;-10.9;-6.1;0.6;0.0;0.0;8.5;Słonecznie
2026-01-30;Wrocław;-4.0;-0.3;5.8;0.0;4.7;9.9;Śnieg
2026-01-31;Wrocław;-12.1;-8.4;-3.1;0.0;0.0;5.3;Pochmurno
2026-02-01;Wrocław;-15.4;-9.7;-4.7;0.0;0.4;8.5;Śnieg
2026-02-02;Wrocław;-6.8;-1.7;5.3;0.0;0.3;7.5;Śnieg
2026-02-03;Wrocław;-9.7;-6.1;-2.3;0.0;0.0;6.2;Pochmurno
2026-02-04;Wrocław;-1.8;-1.6;2.6;0.0;0.9;8.5;Śnieg
2026-02-05;Wrocław;-14.3;-8.3;-2.3;0.0;4.9;4.1;Śnieg
2026-02-06;Wrocław;-12.7;-8.6;-0.8;0.0;4.1;8.6;Śnieg
2026-02-07;Wrocław;-11.0;-6.1;-4.1;0.0;0.0;10.4;Słonecznie
2026-02-08;Wrocław;-9.3;-6.8;-2.0;0.0;0.0;9.0;Słonecznie
2026-02-09;Wrocław;-9.5;-6.0;-3.3;0.0;0.8;8.9;Śnieg
2026-02-10;Wrocław;-10.4;-4.8;0.2;0.0;0.0;10.1;Słonecznie
2026-02-11;Wrocław;-3.1;0.0;4.6;0.0;2.8;13.2;Śnieg
2026-02-12;Wrocław;-9.7;-4.6;0.5;14.0;0.0;8.2;Deszcz
2026-02-13;Wrocław;-4.5;-1.6;1.9;0.0;0.0;6.4;Pochmurno
2026-02-14;Wrocław;-10.6;-5.4;-2.5;0.0;1.6;6.5;Śnieg
2026-02-15;Wrocław;-2.1;0.0;4.7;0.0;3.0;5.9;Śnieg
2026-02-16;Wrocław;-9.1;-4.4;3.2;1.2;0.0;3.0;Pochmurno z opadami
2026-02-17;Wrocław;-1.9;-1.6;4.1;0.0;0.1;5.5;Śnieg
2026-02-18;Wrocław;-7.3;-4.9;-2.0;0.0;0.0;11.7;Słonecznie
2026-02-19;Wrocław;-7.3;-0.7;5.2;2.4;3.1;1.0;Śnieg
2026-02-20;Wrocław;-6.4;-2.5;-2.2;0.0;0.0;11.9;Słonecznie
2026-02-21;Wrocław;-6.1;-1.6;3.3;0.0;2.9;8.4;Śnieg
2026-02-22;Wrocław;-4.0;-2.2;1.9;0.0;4.8;5.5;Śnieg
2026-02-23;Wrocław;-4.2;-1.7;1.6;0.0;0.7;8.6;Śnieg
2026-02-24;Wrocław;-10.6;-6.2;-2.3;0.0;1.1;6.7;Śnieg
2026-02-25;Wrocław;-10.3;-4.8;0.3;0.0;0.0;7.1;Słonecznie
2026-02-26;Wrocław;-7.3;-2.6;3.2;0.0;0.0;7.8;Słonecznie
2026-02-27;Wrocław;-4.5;0.9;6.7;0.0;0.0;8.1;Słonecznie
2026-02-28;Wrocław;-4.6;-0.1;6.8;0.0;0.6;10.2;Śnieg
2026-03-01;Wrocław;-2.0;1.0;7.0;0.0;0.0;3.8;Pochmurno
2026-03-02;Wrocław;-2.8;0.4;3.2;0.0;0.0;9.0;Słonecznie
2026-03-03;Wrocław;-11.0;-6.5;-3.5;0.0;0.0;4.8;Pochmurno
2026-03-04;Wrocław;-4.9;-1.2;6.5;0.0;0.0;4.9;Pochmurno
2026-03-05;Wrocław;0.4;2.7;9.3;0.0;0.0;10.7;Słonecznie
2026-03-06;Wrocław;-2.9;-0.1;2.2;0.0;0.0;3.3;Pochmurno
2026-03-07;Wrocław;0.8;4.4;7.4;0.0;0.0;5.3;Pochmurno
2026-03-08;Wrocław;-3.6;-0.2;1.4;0.0;0.0;10.1;Słonecznie
2026-03-09;Wrocław;-6.3;0.5;7.5;0.0;0.0;0.6;Pochmurno
2026-03-10;Wrocław;-2.1;3.7;7.4;0.0;0.0;7.0;Pochmurno
2026-03-11;Wrocław;-1.4;1.1;5.6;0.0;0.0;10.4;Słonecznie
2026-03-12;Wrocław;-1.5;1.5;8.4;0.0;0.0;8.7;Słonecznie
2026-03-13;Wrocław;-2.2;1.0;6.0;0.0;0.0;6.1;Pochmurno
2026-03-14;Wrocław;-8.5;-5.0;-0.2;0.0;0.0;8.3;Słonecznie
2026-03-15;Wrocław;1.0;4.1;8.4;0.0;0.0;9.8;Słonecznie
2026-03-16;Wrocław;-5.5;-1.2;3.0;0.0;0.0;7.4;Słonecznie
2026-03-17;Wrocław;-0.3;3.2;9.6;0.0;0.0;3.3;Pochmurno
2026-03-18;Wrocław;-3.3;-2.7;0.2;0.2;0.0;6.5;Pochmurno z opadami
2026-03-19;Wrocław;1.4;5.3;11.1;0.0;0.0;6.6;Pochmurno
2026-03-20;Wrocław;-3.5;3.0;9.8;0.0;0.0;7.8;Słonecznie
2026-03-21;Wrocław;-1.1;3.8;9.7;0.0;0.0;10.7;Słonecznie
2026-03-22;Wrocław;1.4;5.2;11.3;0.0;0.0;7.1;Słonecznie
2026-03-23;Wrocław;-3.9;-0.3;4.6;4.2;0.0;0.0;Pochmurno z opadami
2026-03-24;Wrocław;-2.0;2.4;12.1;0.0;0.0;13.2;Słonecznie
2026-03-25;Wrocław;-1.9;6.3;9.6;0.0;0.0;9.6;Słonecznie
2026-03-26;Wrocław;1.8;3.2;9.0;0.0;0.0;6.8;Pochmurno
2026-03-27;Wrocław;4.1;7.5;11.7;19.0;0.0;5.7;Deszcz
2026-03-28;Wrocław;3.2;7.0;12.4;0.0;0.0;7.8;Słonecznie
2026-03-29;Wrocław;3.5;7.1;14.4;0.0;0.0;7.8;Słonecznie
2026-03-30;Wrocław;-3.6;1.4;5.9;0.0;0.0;9.5;Słonecznie
2026-03-31;Wrocław;-7.6;-3.6;0.6;0.8;0.0;0.0;Pochmurno z opadami
2024-01-01;Poznań;-10.2;-7.0;0.6;0.0;1.5;7.9;Śnieg
2024-01-02;Poznań;-9.9;-4.7;2.2;0.0;1.1;11.0;Śnieg
2024-01-03;Poznań;-11.2;-6.9;-1.2;1.0;0.0;3.2;Pochmurno z opadami
2024-01-04;Poznań;-8.8;-3.7;4.7;0.0;0.3;8.0;Śnieg
2024-01-05;Poznań;-11.9;-7.6;-2.7;0.0;1.9;4.8;Śnieg
2024-01-06;Poznań;-10.1;-6.6;-2.8;0.0;0.0;6.2;Pochmurno
2024-01-07;Poznań;-9.2;-7.3;-3.7;0.0;0.0;12.7;Słonecznie
2024-01-08;Poznań;-9.2;-3.8;3.3;0.0;7.8;12.4;Śnieg
2024-01-09;Poznań;-11.9;-6.5;-4.1;0.0;0.0;5.8;Pochmurno
2024-01-10;Poznań;-10.6;-8.1;-3.0;0.0;0.0;9.2;Słonecznie
2024-01-11;Poznań;-14.8;-11.5;-7.0;0.0;5.2;7.3;Śnieg
2024-01-12;Poznań;-9.0;-6.7;-2.6;0.0;0.0;5.3;Pochmurno
2024-01-13;Poznań;-8.8;-6.4;-2.9;0.0;0.0;4.9;Pochmurno
2024-01-14;Poznań;-9.2;-6.5;0.1;0.0;0.1;9.0;Śnieg
2024-01-15;Poznań;-9.3;-5.3;0.4;4.3;0.0;2.7;Pochmurno z opadami
2024-01-16;Poznań;-12.1;-5.7;0.1;0.0;0.7;10.2;Śnieg
2024-01-17;Poznań;-15.8;-10.8;-5.3;0.0;0.0;7.3;Słonecznie
2024-01-18;Poznań;-9.6;-5.0;-2.4;0.0;0.7;11.4;Śnieg
2024-01-19;Poznań;-8.4;-5.5;5.6;9.1;0.0;3.2;Deszcz
2024-01-20;Poznań;-11.9;-8.0;-2.8;0.0;0.1;11.5;Śnieg
2024-01-21;Poznań;-9.1;-5.8;-1.3;0.0;0.0;11.2;Słonecznie
2024-01-22;Poznań;-6.6;-2.2;0.4;0.0;0.0;9.3;Słonecznie
2024-01-23;Poznań;-7.8;-1.7;4.6;0.0;0.0;11.4;Słonecznie
2024-01-24;Poznań;-10.8;-5.9;-2.1;0.0;0.9;8.7;Śnieg
2024-01-25;Poznań;-9.4;-3.9;1.2;0.0;0.2;6.7;Śnieg
2024-01-26;Poznań;-11.6;-6.6;-2.4;0.0;1.9;12.1;Śnieg
2024-01-27;Poznań;-11.8;-9.5;-6.5;0.0;0.0;7.4;Słonecznie
2024-01-28;Poznań;-12.8;-7.2;-0.6;0.0;1.2;7.5;Śnieg
2024-01-29;Poznań;-8.3;-4.2;1.6;0.0;0.8;7.9;Śnieg
2024-01-30;Poznań;-12.4;-9.2;-3.6;0.0;2.6;6.7;Śnieg
2024-01-31;Poznań;-7.7;-4.1;-1.6;0.0;4.0;9.0;Śnieg
2024-02-01;Poznań;-12.1;-6.6;0.0;0.0;0.0;8.1;Słonecznie
2024-02-02;Poznań;-10.5;-6.5;-2.8;0.0;0.0;7.6;Słonecznie
2024-02-03;Poznań;-10.8;-7.0;-2.8;0.0;0.0;9.3;Słonecznie
2024-02-04;Poznań;-6.7;-3.3;0.3;0.0;0.1;9.7;Śnieg
2024-02-05;Poznań;-13.9;-7.6;-3.2;0.0;0.8;11.7;Śnieg
2024-02-06;Poznań;-4.4;-0.9;3.2;0.0;0.0;8.1;Słonecznie
2024-02-07;Poznań;-6.4;-2.5;3.6;0.0;0.0;7.5;Słonecznie
2024-02-08;Poznań;-7.9;-3.6;0.7;0.0;0.0;8.6;Słonecznie
2024-02-09;Poznań;-8.6;-6.7;-1.7;0.0;1.1;4.9;Śnieg
2024-02-10;Poznań;-10.2;-5.3;-0.8;2.4;0.0;2.8;Pochmurno z opadami
2024-02-11;Poznań;-9.6;-8.1;-1.1;0.0;1.1;6.9;Śnieg
2024-02-12;Poznań;-7.9;-3.9;1.1;0.0;2.7;6.3;Śnieg
2024-02-13;Poznań;-6.3;-3.8;2.1;0.0;0.7;7.1;Śnieg
2024-02-14;Poznań;-3.5;-2.0;1.9;1.9;0.0;0.0;Pochmurno z opadami
2024-02-15;Poznań;-4.3;-3.6;3.8;0.0;0.0;12.8;Słonecznie
2024-02-16;Poznań;-13.7;-8.2;-2.5;0.0;3.4;6.8;Śnieg
2024-02-17;Poznań;-7.7;-6.0;4.9;0.0;1.9;7.7;Śnieg
2024-02-18;Poznań;-7.3;-4.4;0.3;0.0;0.0;11.0;Słonecznie
2024-02-19;Poznań;-8.0;-3.4;-0.6;0.0;0.0;7.2;Słonecznie
2024-02-20;Poznań;-8.9;-3.9;0.4;1.4;0.0;4.2;Pochmurno z opadami
2024-02-21;Poznań;-8.3;-3.8;0.5;0.0;0.0;6.8;Pochmurno
2024-02-22;Poznań;-9.4;-5.4;-4.7;0.0;2.7;5.4;Śnieg
2024-02-23;Poznań;-4.8;-2.6;2.8;0.0;0.0;7.0;Pochmurno
2024-02-24;Poznań;-13.9;-5.6;-1.3;0.0;0.0;7.5;Słonecznie
2024-02-25;Poznań;-3.6;-0.8;4.9;0.0;1.8;9.2;Śnieg
2024-02-26;Poznań;-2.1;2.0;9.0;0.0;0.0;7.2;Słonecznie
2024-02-27;Poznań;-5.3;0.3;7.1;0.0;0.5;8.2;Śnieg
2024-02-28;Poznań;-2.4;0.8;7.6;0.0;0.0;8.0;Słonecznie
2024-02-29;Poznań;-8.0;-6.2;-1.3;0.0;1.3;10.4;Śnieg
2024-03-01;Poznań;-8.6;-6.0;-2.5;0.0;0.0;8.8;Słonecznie
2024-03-02;Poznań;-6.2;-1.6;4.5;0.0;0.0;5.7;Pochmurno
2024-03-03;Poznań;-10.2;-5.6;-1.8;0.0;0.0;4.2;Pochmurno
2024-03-04;Poznań;-5.4;0.7;8.5;0.0;0.0;8.4;Słonecznie
2024-03-05;Poznań;-6.2;-0.1;3.7;0.0;0.0;10.7;Słonecznie
2024-03-06;Poznań;-6.3;-0.9;4.4;0.0;0.0;11.1;Słonecznie
2024-03-07;Poznań;-2.7;-0.9;6.7;0.0;0.0;5.7;Pochmurno
2024-03-08;Poznań;-1.7;2.1;9.3;0.0;0.0;10.7;Słonecznie
2024-03-09;Poznań;-4.7;0.0;5.8;0.0;0.0;3.2;Pochmurno
2024-03-10;Poznań;-3.0;-0.7;4.6;3.7;0.0;0.0;Pochmurno z opadami
2024-03-11;Poznań;-1.2;-0.9;3.1;0.0;0.0;9.1;Słonecznie
2024-03-12;Poznań;-8.2;-2.0;3.1;0.0;0.0;10.6;Słonecznie
2024-03-13;Poznań;-3.4;0.1;4.3;0.0;0.0;5.6;Pochmurno
2024-03-14;Poznań;-0.5;2.8;8.8;0.0;0.0;6.7;Pochmurno
2024-03-15;Poznań;-7.9;-3.1;0.6;1.7;0.0;1.0;Pochmurno z opadami
2024-03-16;Poznań;-0.5;1.7;10.9;0.0;0.0;11.1;Słonecznie
2024-03-17;Poznań;-4.9;0.4;2.5;0.0;0.0;14.0;Słonecznie
2024-03-18;Poznań;-4.9;-1.1;0.6;0.0;0.0;9.2;Słonecznie
2024-03-19;Poznań;-6.5;-2.3;1.7;3.3;0.0;0.0;Pochmurno z opadami
2024-03-20;Poznań;-2.7;0.2;5.8;0.0;0.0;7.6;Słonecznie
2024-03-21;Poznań;-3.8;1.9;8.3;0.0;0.0;8.1;Słonecznie
2024-03-22;Poznań;-4.2;2.7;9.1;0.0;0.0;7.3;Słonecznie
2024-03-23;Poznań;0.6;5.2;8.5;0.0;0.0;7.6;Słonecznie
2024-03-24;Poznań;-2.9;-2.3;1.0;0.0;0.0;8.3;Słonecznie
2024-03-25;Poznań;0.5;2.4;3.1;0.0;0.0;11.5;Słonecznie
2024-03-26;Poznań;-3.8;2.5;10.2;0.0;0.0;9.8;Słonecznie
2024-03-27;Poznań;-0.7;2.7;9.0;0.0;0.0;7.6;Słonecznie
2024-03-28;Poznań;0.2;1.1;5.9;0.0;0.0;10.6;Słonecznie
2024-03-29;Poznań;2.4;6.5;9.9;0.0;0.0;10.2;Słonecznie
2024-03-30;Poznań;-0.3;3.1;5.5;0.0;0.0;13.0;Słonecznie
2024-03-31;Poznań;0.2;5.5;8.9;0.0;0.0;8.2;Słonecznie
2024-04-01;Poznań;-1.8;3.4;10.9;0.0;0.0;4.6;Pochmurno
2024-04-02;Poznań;-4.1;0.9;4.9;0.7;0.0;4.0;Pochmurno z opadami
2024-04-03;Poznań;5.4;8.4;13.6;0.0;0.0;6.2;Pochmurno
2024-04-04;Poznań;3.5;6.7;11.5;2.4;0.0;0.0;Pochmurno z opadami
2024-04-05;Poznań;4.2;6.0;7.6;0.0;0.0;3.2;Pochmurno
2024-04-06;Poznań;-5.4;-1.0;2.7;0.5;0.0;0.0;Pochmurno z opadami
2024-04-07;Poznań;6.4;10.5;17.6;0.0;0.0;9.2;Słonecznie
2024-04-08;Poznań;8.2;8.4;12.8;0.0;0.0;11.1;Słonecznie
2024-04-09;Poznań;-2.7;3.9;11.6;0.0;0.0;6.9;Pochmurno
2024-04-10;Poznań;1.9;4.3;8.2;0.9;0.0;0.0;Pochmurno z opadami
2024-04-11;Poznań;5.2;9.7;13.7;0.0;0.0;10.9;Słonecznie
2024-04-12;Poznań;2.1;6.3;13.3;0.0;0.0;7.2;Słonecznie
2024-04-13;Poznań;3.8;9.0;13.8;0.0;0.0;4.6;Pochmurno
2024-04-14;Poznań;1.0;6.7;13.2;0.0;0.0;12.1;Słonecznie
2024-04-15;Poznań;0.4;5.6;8.8;0.0;0.0;8.5;Słonecznie
2024-04-16;Poznań;4.9;10.3;15.5;0.0;0.0;7.4;Słonecznie
2024-04-17;Poznań;1.0;4.6;7.3;0.0;0.0;7.2;Słonecznie
2024-04-18;Poznań;0.6;2.6;9.1;0.0;0.0;9.8;Słonecznie
2024-04-19;Poznań;3.0;7.1;12.4;0.1;0.0;3.1;Pochmurno z opadami
2024-04-20;Poznań;1.9;6.7;9.9;0.0;0.0;13.9;Słonecznie
2024-04-21;Poznań;7.3;11.0;14.6;0.0;0.0;7.7;Słonecznie
2024-04-22;Poznań;0.7;7.7;10.5;0.0;0.0;8.3;Słonecznie
2024-04-23;Poznań;5.0;8.8;13.6;0.0;0.0;7.7;Słonecznie
2024-04-24;Poznań;6.6;11.5;17.3;0.1;0.0;0.0;Pochmurno z opadami
2024-04-25;Poznań;5.3;9.0;17.1;0.0;0.0;8.7;Słonecznie
2024-04-26;Poznań;-1.1;5.2;10.7;1.6;0.0;1.1;Pochmurno z opadami
2024-04-27;Poznań;3.5;10.1;15.8;0.0;0.0;8.6;Słonecznie
2024-04-28;Poznań;5.0;10.3;12.1;0.0;0.0;8.2;Słonecznie
2024-04-29;Poznań;5.0;10.1;14.8;0.0;0.0;5.5;Pochmurno
2024-04-30;Poznań;8.2;10.6;12.1;0.0;0.0;9.7;Słonecznie
2024-05-01;Poznań;7.7;12.4;19.7;0.0;0.0;6.4;Pochmurno
2024-05-02;Poznań;3.1;7.0;11.4;0.0;0.0;6.0;Pochmurno
2024-05-03;Poznań;7.9;11.0;12.7;0.0;0.0;6.9;Pochmurno
2024-05-04;Poznań;3.9;8.3;12.1;3.1;0.0;4.7;Pochmurno z opadami
2024-05-05;Poznań;8.9;13.4;19.0;1.7;0.0;4.7;Pochmurno z opadami
2024-05-06;Poznań;12.3;16.4;23.7;0.0;0.0;6.7;Pochmurno
2024-05-07;Poznań;4.1;6.9;15.1;0.0;0.0;4.4;Pochmurno
2024-05-08;Poznań;8.3;12.4;16.5;0.0;0.0;6.9;Pochmurno
2024-05-09;Poznań;9.7;12.8;15.3;4.2;0.0;2.5;Pochmurno z opadami
2024-05-10;Poznań;5.1;10.4;17.8;0.0;0.0;6.5;Pochmurno
2024-05-11;Poznań;13.4;17.1;23.4;0.0;0.0;10.7;Słonecznie
2024-05-12;Poznań;4.5;9.2;16.7;3.7;0.0;0.7;Pochmurno z opadami
2024-05-13;Poznań;5.2;10.4;18.4;0.0;0.0;8.0;Słonecznie
2024-05-14;Poznań;7.3;11.5;15.5;1.0;0.0;0.5;Pochmurno z opadami
2024-05-15;Poznań;6.2;14.4;21.4;0.0;0.0;7.8;Słonecznie
2024-05-16;Poznań;8.5;14.3;17.6;4.1;0.0;3.5;Pochmurno z opadami
2024-05-17;Poznań;13.3;16.5;21.7;0.0;0.0;7.7;Słonecznie
2024-05-18;Poznań;15.5;17.5;18.4;0.0;0.0;7.5;Słonecznie
2024-05-19;Poznań;11.9;16.1;23.3;1.7;0.0;3.0;Pochmurno z opadami
2024-05-20;Poznań;14.2;18.1;24.9;0.0;0.0;2.2;Pochmurno
2024-05-21;Poznań;13.7;19.0;22.1;0.0;0.0;8.6;Słonecznie
2024-05-22;Poznań;6.9;9.8;16.7;0.0;0.0;8.0;Słonecznie
2024-05-23;Poznań;11.4;15.4;20.3;0.0;0.0;10.4;Słonecznie
2024-05-24;Poznań;9.5;14.1;17.0;0.0;0.0;9.8;Słonecznie
2024-05-25;Poznań;11.2;15.1;19.5;4.1;0.0;1.4;Pochmurno z opadami
2024-05-26;Poznań;13.0;16.5;20.9;9.4;0.0;2.2;Deszcz
2024-05-27;Poznań;10.7;14.7;18.7;0.0;0.0;7.5;Słonecznie
2024-05-28;Poznań;18.7;21.1;22.0;0.0;0.0;6.6;Pochmurno
2024-05-29;Poznań;12.6;15.9;21.4;1.5;0.0;0.0;Pochmurno z opadami
2024-05-30;Poznań;16.6;18.8;19.7;0.0;0.0;5.7;Pochmurno
2024-05-31;Poznań;8.6;16.5;22.5;0.0;0.0;3.7;Pochmurno
2024-06-01;Poznań;11.5;15.4;20.9;0.0;0.0;4.8;Pochmurno
2024-06-02;Poznań;14.2;17.1;20.2;0.0;0.0;8.6;Słonecznie
2024-06-03;Poznań;14.6;19.9;25.9;0.0;0.0;6.8;Pochmurno
2024-06-04;Poznań;15.4;19.9;25.1;0.0;0.0;6.5;Pochmurno
2024-06-05;Poznań;12.5;16.6;26.0;0.0;0.0;8.7;Słonecznie
2024-06-06;Poznań;13.7;16.5;20.6;0.0;0.0;13.2;Słonecznie
2024-06-07;Poznań;11.9;17.2;21.6;0.0;0.0;8.6;Słonecznie
2024-06-08;Poznań;17.6;20.7;24.6;0.0;0.0;12.0;Słonecznie
2024-06-09;Poznań;16.2;21.4;27.8;0.0;0.0;9.1;Słonecznie
2024-06-10;Poznań;20.4;24.5;30.5;0.0;0.0;4.5;Pochmurno
2024-06-11;Poznań;14.5;16.7;24.0;2.1;0.0;0.0;Pochmurno z opadami
2024-06-12;Poznań;9.9;13.8;19.4;0.0;0.0;4.8;Pochmurno
2024-06-13;Poznań;13.0;17.7;23.2;0.0;0.0;6.9;Pochmurno
2024-06-14;Poznań;16.2;20.1;23.3;1.2;0.0;4.9;Pochmurno z opadami
2024-06-15;Poznań;13.2;17.2;22.4;0.0;0.0;11.7;Słonecznie
2024-06-16;Poznań;20.7;20.7;26.2;0.0;0.0;4.5;Pochmurno
2024-06-17;Poznań;14.3;17.1;20.9;0.0;0.0;4.7;Pochmurno
2024-06-18;Poznań;18.6;20.5;26.1;0.0;0.0;13.4;Słonecznie
2024-06-19;Poznań;12.7;16.3;16.8;0.0;0.0;7.3;Słonecznie
2024-06-20;Poznań;16.9;22.0;27.1;0.0;0.0;10.1;Słonecznie
2024-06-21;Poznań;20.8;27.4;31.5;0.0;0.0;4.5;Upał
2024-06-22;Poznań;16.7;19.3;25.1;0.0;0.0;5.2;Pochmurno
2024-06-23;Poznań;15.0;20.3;25.1;1.6;0.0;0.0;Pochmurno z opadami
2024-06-24;Poznań;9.2;16.2;18.4;10.8;0.0;8.2;Deszcz
2024-06-25;Poznań;16.3;19.7;23.6;5.6;0.0;3.9;Pochmurno z opadami
2024-06-26;Poznań;12.7;16.8;23.1;0.0;0.0;11.1;Słonecznie
2024-06-27;Poznań;19.1;22.3;29.8;6.2;0.0;4.8;Pochmurno z opadami
2024-06-28;Poznań;10.1;17.8;20.3;0.0;0.0;10.3;Słonecznie
2024-06-29;Poznań;20.0;22.3;27.0;0.0;0.0;7.8;Słonecznie
2024-06-30;Poznań;21.9;24.8;29.3;1.8;0.0;0.0;Pochmurno z opadami
2024-07-01;Poznań;11.6;17.6;25.6;0.0;0.0;2.4;Pochmurno
2024-07-02;Poznań;18.1;23.7;29.3;0.0;0.0;9.4;Słonecznie
2024-07-03;Poznań;17.5;22.8;25.8;0.0;0.0;10.9;Słonecznie
2024-07-04;Poznań;17.8;22.0;28.0;1.7;0.0;0.0;Pochmurno z opadami
2024-07-05;Poznań;17.0;21.4;25.4;3.7;0.0;0.0;Pochmurno z opadami
2024-07-06;Poznań;19.1;22.0;25.5;0.0;0.0;9.2;Słonecznie
2024-07-07;Poznań;19.1;22.6;28.5;5.3;0.0;5.6;Pochmurno z opadami
2024-07-08;Poznań;16.4;21.0;29.6;0.6;0.0;3.8;Pochmurno z opadami
2024-07-09;Poznań;17.0;21.7;29.7;0.0;0.0;9.7;Słonecznie
2024-07-10;Poznań;21.1;25.2;28.8;4.3;0.0;1.9;Pochmurno z opadami
2024-07-11;Poznań;14.6;17.5;21.9;0.0;0.0;10.7;Słonecznie
2024-07-12;Poznań;13.1;17.6;26.6;8.8;0.0;1.6;Deszcz
2024-07-13;Poznań;22.5;25.6;31.9;1.8;0.0;2.4;Pochmurno z opadami
2024-07-14;Poznań;20.4;23.9;28.6;0.0;0.0;8.0;Słonecznie
2024-07-15;Poznań;15.0;18.4;26.1;0.0;0.0;10.5;Słonecznie
2024-07-16;Poznań;16.3;20.3;27.0;0.0;0.0;9.1;Słonecznie
2024-07-17;Poznań;19.3;24.1;29.5;0.0;0.0;7.6;Słonecznie
2024-07-18;Poznań;13.5;18.6;23.2;8.0;0.0;0.0;Pochmurno z opadami
2024-07-19;Poznań;19.2;22.7;29.3;0.0;0.0;6.5;Pochmurno
2024-07-20;Poznań;16.3;21.5;28.6;0.0;0.0;6.7;Pochmurno
2024-07-21;Poznań;22.9;27.4;30.5;0.0;0.0;8.9;Upał
2024-07-22;Poznań;16.2;20.8;25.7;0.0;0.0;8.2;Słonecznie
2024-07-23;Poznań;13.8;19.3;22.2;0.0;0.0;5.3;Pochmurno
2024-07-24;Poznań;16.5;22.9;27.2;4.1;0.0;3.7;Pochmurno z opadami
2024-07-25;Poznań;15.4;20.1;24.3;0.0;0.0;2.0;Pochmurno
2024-07-26;Poznań;15.6;18.0;21.1;0.0;0.0;9.6;Słonecznie
2024-07-27;Poznań;18.5;22.7;31.3;0.2;0.0;4.8;Pochmurno z opadami
2024-07-28;Poznań;15.5;20.6;26.0;3.2;0.0;2.1;Pochmurno z opadami
2024-07-29;Poznań;14.0;20.5;25.6;0.0;0.0;5.1;Pochmurno
2024-07-30;Poznań;11.4;18.9;23.1;1.3;0.0;0.0;Pochmurno z opadami
2024-07-31;Poznań;13.4;16.1;18.3;0.0;0.0;8.9;Słonecznie
